GeneSymbol_Human,MouseEnsembl,MacaqueEnsembl,Source,Daneman_Filter,Gene_Set,PctId_Mouse_Macaque,dN_Mouse_Macaque,dS_Mouse_Macaque,dNdS_Mouse_Macaque
ALDH6A1,ENSMUSG00000021238,ENSMMUG00000012684,Daneman,liver_only,BBB,90.22881880024737,0.022145415623647,0.3449773553403377,0.06419382397374872
ALG6,ENSMUSG00000073792,ENSMMUG00000020046,Munji,NA,BBB,85.69553805774278,0.08385982241549383,0.4035624840280384,0.20779885577686028
ALOX12,ENSMUSG00000000320,ENSMMUG00000016264,Daneman,liver_only,BBB,85.59236947791165,0.08047600117597564,0.4348598207654559,0.18506193796961717
ALS2CL,ENSMUSG00000044037,ENSMMUG00000021247,Daneman,liver_only,BBB,82.66946191474493,0.102698658923675,0.4996472621473945,0.20554232296259273
AMD1,ENSMUSG00000075232,ENSMMUG00000000535,Daneman,liver_only,BBB,95.62189054726367,0.0076887960310963975,0.1488276434492693,0.05166241870729659
AMD1,ENSMUSG00000063953,ENSMMUG00000000535,Daneman,liver_only,BBB,95.5223880597015,0.008848244177450162,0.1488276434492693,0.059452961643286735
AMOT,ENSMUSG00000041688,ENSMMUG00000007688,Both,liver_only,BBB,81.19212962962963,0.06713563700193673,0.42724944374567586,0.15713452172895004
AMPD3,ENSMUSG00000005686,ENSMMUG00000015785,Daneman,liver_only,BBB,88.2024882024882,0.02548387788180792,0.49428138967664864,0.05155742946033045
ANGPT2,ENSMUSG00000031465,ENSMMUG00000010139,Daneman,lung_only,BBB,80.48289738430583,0.08542628280017495,0.9259278721794367,0.0922601914975296
ANGPTL4,ENSMUSG00000002289,ENSMMUG00000000698,Daneman,lung_only,BBB,64.1025641025641,0.14435760295173397,0.7431693250607461,0.19424591150870535
ANKRD12,ENSMUSG00000034647,ENSMMUG00000049523,Daneman,liver_only,BBB,83.20413436692506,0.09591415832640954,0.4843845679113261,0.19801241550694504
ANKRD46,ENSMUSG00000048307,ENSMMUG00000009958,Daneman,liver_only,BBB,83.76436781609195,0.05194905850928459,0.6843217515977309,0.07591320659908254
ANKRD6,ENSMUSG00000040183,ENSMMUG00000003462,Both,liver_only,BBB,71.10573042776433,0.11375763314491477,0.578850173589289,0.19652344999662918
ANKS1A,ENSMUSG00000024219,ENSMMUG00000021718,Daneman,liver_only,BBB,81.38457345325702,0.05954641009296205,0.46268805568771987,0.12869666584423667
ANLN,ENSMUSG00000036777,ENSMMUG00000021186,Daneman,lung_only,BBB,81.34263295553617,0.11672358087607027,0.44947746593994153,0.259687280722693
ANTXR2,ENSMUSG00000029338,ENSMMUG00000003333,Daneman,lung_only,BBB,72.79596977329975,0.16368501998816815,0.6400409529611966,0.2557414790895291
ANXA6,ENSMUSG00000018340,ENSMMUG00000021053,Daneman,lung_only,BBB,89.31750741839762,0.029063388385696148,0.4249611422715399,0.06839069621835057
ANXA9,ENSMUSG00000015702,ENSMMUG00000023231,Munji,NA,BBB,81.11753371868978,0.11831434728282615,0.5244436640433519,0.22559972670972336
AOX1,ENSMUSG00000063558,ENSMMUG00000021931,Daneman,liver_only,BBB,83.49514563106796,0.09897632514896527,0.4825454301499754,0.2051129675359341
AP1S1,ENSMUSG00000004849,ENSMMUG00000010162,Daneman,lung_only,BBB,71.52777777777777,0.04839677549817388,0.47010178152531323,0.10294956837037192
AP2S1,ENSMUSG00000008036,ENSMMUG00000000833,Daneman,lung_only,BBB,52.97372060857538,0.03799700565634827,0.5301756855183114,0.07166870660845481
AP3M1,ENSMUSG00000021824,ENSMMUG00000020825,Daneman,liver_only,BBB,92.68098647573588,0.003394109476122654,0.31783717016377194,0.01067876823334971
APCDD1,ENSMUSG00000071847,ENSMMUG00000056891,Both,lung_only,BBB,85.8252427184466,0.050640718348696726,0.5889075169813798,0.08599095254934214
APH1A,ENSMUSG00000015750,ENSMMUG00000021386,Both,lung_only,BBB,79.75757575757575,0.16695892960935957,0.454025418860047,0.36773035753935296
APOD,ENSMUSG00000022548,ENSMMUG00000063008,Both,lung_only,BBB,77.19298245614036,0.20491559472139576,0.5335695782301016,0.38404662312480264
APP,ENSMUSG00000022892,ENSMMUG00000014384,Daneman,liver_only,BBB,87.24600086467791,0.012697307972353532,0.4925042275070598,0.02578111468529785
AQP11,ENSMUSG00000042797,ENSMMUG00000018944,Both,liver_only,BBB,85.17156862745098,0.10348825682246604,0.35537451397448266,0.29120899995067434
ARF4,ENSMUSG00000021877,ENSMMUG00000018617,Daneman,lung_only,BBB,91.71270718232044,0.018189403820543966,0.3163838653313553,0.057491565827776425
ARF4,ENSMUSG00000021877,ENSMMUG00000019688,Daneman,lung_only,BBB,77.90055248618785,0.02476644415587814,0.30821632421004663,0.08035409616721025
ARFGAP3,ENSMUSG00000054277,ENSMMUG00000002229,Daneman,liver_only,BBB,76.9325912183055,0.0995522167459485,0.8439060713458788,0.11796599186350273
ARHGAP12,ENSMUSG00000041225,ENSMMUG00000004778,Daneman,liver_only,BBB,84.43944506936633,0.045259986781909754,0.38381817975333316,0.11792038306001243
ARHGAP18,ENSMUSG00000039031,ENSMMUG00000020365,Daneman,lung_only,BBB,84.35782108945527,0.08005165974148012,0.48767588787710286,0.1641493084473629
ARHGAP26,ENSMUSG00000036452,ENSMMUG00000000419,Daneman,liver_only,BBB,90.31071136549468,0.02388989239004355,0.3798360478203959,0.06289527422984298
ARHGAP6,ENSMUSG00000031355,ENSMMUG00000003896,Daneman,liver_only,BBB,83.7546343107516,0.08381781104045338,0.4619954246418974,0.18142563014649413
ARHGEF15,ENSMUSG00000052921,ENSMMUG00000008749,Daneman,liver_only,BBB,83.19623971797886,0.08298426565918854,0.4859559922314005,0.17076498075091837
ARHGEF3,ENSMUSG00000021895,ENSMMUG00000010163,Daneman,liver_only,BBB,86.52355396541444,0.02989298786018959,0.5032849486691376,0.05939575172918872
ARHGEF7,ENSMUSG00000031511,ENSMMUG00000013138,Daneman,lung_only,BBB,78.83352645809192,0.037470448203076615,0.5575307793599558,0.06720785576375284
ARHGEF9,ENSMUSG00000025656,ENSMMUG00000016233,Munji,NA,BBB,83.24420677361854,0.015899255968811813,0.2913388434737045,0.05457307298690791
ARID4A,ENSMUSG00000048118,ENSMMUG00000003514,Daneman,liver_only,BBB,84.09810126582279,0.07840840776960248,0.5313375462590428,0.1475679788143111
ARID5B,ENSMUSG00000019947,ENSMMUG00000000424,Daneman,liver_only,BBB,83.7755666113875,0.06969506007323428,0.5425705897988254,0.12845344252639246
ARL4A,ENSMUSG00000047446,ENSMMUG00000010846,Munji,NA,BBB,92.70315091210614,5.834303719224603e-4,0.32906634661107015,0.0017729870524014048
ARMCX2,ENSMUSG00000033436,ENSMMUG00000015656,Daneman,lung_only,BBB,66.62420382165605,0.13445337775938393,0.48710382454853945,0.2760261180129284
ART3,ENSMUSG00000034842,ENSMMUG00000020907,Daneman,liver_and_lung,BBB,64.4191714053615,0.3816452558101503,1.0870374010522323,0.3510875112859269
ASB13,ENSMUSG00000033781,ENSMMUG00000001290,Daneman,liver_only,BBB,53.14533622559653,0.011914279957154088,0.6460662608449563,0.01844126628988801
ASH1L,ENSMUSG00000028053,ENSMMUG00000023146,Daneman,liver_only,BBB,88.59294223420993,0.04111193612663731,0.383647489506079,0.10716070677164143
ATF2,ENSMUSG00000027104,ENSMMUG00000003947,Daneman,liver_only,BBB,90.77733860342556,0.0037975321162226653,0.23071915028738144,0.016459544478611757
ATF4,ENSMUSG00000042406,ENSMMUG00000055780,Daneman,liver_only,BBB,86.11898016997168,0.07256769435288751,0.3813694021186881,0.1902818997794252
ATF7IP,ENSMUSG00000030213,ENSMMUG00000003664,Daneman,liver_only,BBB,75.29850746268657,0.14417189049765677,0.5652991186992546,0.2550364678250238
ATP10A,ENSMUSG00000025324,ENSMMUG00000054546,Both,liver_only,BBB,78.74172185430463,0.10778267695082706,0.5841565034071712,0.18450993239340852
ATP11A,ENSMUSG00000031441,ENSMMUG00000013625,Daneman,liver_only,BBB,82.37259816207185,0.06458814782576369,0.7423474639227217,0.0870052784776366
ATP13A2,ENSMUSG00000036622,ENSMMUG00000001610,Daneman,lung_only,BBB,80.65764023210832,0.09106494367202114,0.44699060150246284,0.2037289897504017
ATP13A5,ENSMUSG00000048939,ENSMMUG00000009760,Daneman,liver_and_lung,BBB,83.27868852459017,0.09867391555555913,0.49983151092099776,0.19741435543697705
ATP1B1,ENSMUSG00000026576,ENSMMUG00000021078,Daneman,lung_only,BBB,87.65027322404372,0.04013632107955287,0.4491739732382495,0.08935584755767646
ATP1B2,ENSMUSG00000041329,ENSMMUG00000044486,Daneman,liver_and_lung,BBB,87.77777777777777,0.01277935922296573,0.4368769266173478,0.029251623156008256
ATP2A3,ENSMUSG00000020788,ENSMMUG00000008263,Daneman,liver_and_lung,BBB,76.42226954669911,0.14116472866772062,0.6591834798987555,0.21415088965731094
ATP2C1,ENSMUSG00000032570,ENSMMUG00000005137,Daneman,liver_only,BBB,90.20223152022315,0.019652491058495314,0.3926232800262872,0.05005431939028049
ATP6V0D1,ENSMUSG00000013160,ENSMMUG00000029105,Daneman,lung_only,BBB,84.89722966934764,0.0017610497539240696,0.45480657654004936,0.003872085068165225
ATP8A1,ENSMUSG00000037685,ENSMMUG00000017733,Daneman,liver_only,BBB,88.35479256080114,0.016673649441564534,0.5631685448893744,0.02960685498661828
ATP9A,ENSMUSG00000027546,ENSMMUG00000000918,Daneman,lung_only,BBB,87.39220933690157,0.011749416780423938,0.5484759950752516,0.021421934388964285
AXIN2,ENSMUSG00000000142,ENSMMUG00000060015,Both,liver_only,BBB,83.75771604938272,0.04945855913289797,0.5285658194598241,0.09357123997053556
B4GALT4,ENSMUSG00000022793,ENSMMUG00000062606,Munji,NA,BBB,36.50349650349651,0.16050648848664323,1.0299090662533517,0.15584530105219946
B4GALT4,ENSMUSG00000022793,ENSMMUG00000003592,Munji,NA,BBB,68.1265206812652,0.15836076016554745,0.5939834163131603,0.26660804968005436
BAIAP2L1,ENSMUSG00000038859,ENSMMUG00000013276,Munji,NA,BBB,77.59562841530055,0.0724688156806705,0.7436462664738688,0.09745065489845635
BAMBI,ENSMUSG00000024232,ENSMMUG00000058108,Daneman,lung_only,BBB,88.25031928480205,0.026856802997774896,0.5010138186226755,0.05360491467402288
BASP1,ENSMUSG00000045763,ENSMMUG00000061751,Daneman,lung_only,BBB,77.35042735042735,0.12860743081928155,0.8132898419901685,0.1581323461566562
BAZ1A,ENSMUSG00000035021,ENSMMUG00000058073,Daneman,lung_only,BBB,85.81514762516046,0.06790534042959752,0.43023118268731847,0.15783453910859238
BCHE,ENSMUSG00000027792,ENSMMUG00000003742,Both,liver_only,BBB,80.79470198675497,0.11025579296725295,0.68878831266168306,0.16007210189323878
BCL10,ENSMUSG00000028191,ENSMMUG00000005720,Daneman,lung_only,BBB,83.61823361823362,0.047073218463878144,0.7459212690133389,0.06310748924768407
BCL2L1,ENSMUSG00000007659,ENSMMUG00000005985,Daneman,liver_only,BBB,93.87464387464388,0.013531108124812487,0.1972517603673924,0.06859816155561828
BCL6,ENSMUSG00000022508,ENSMMUG00000009198,Daneman,liver_only,BBB,84.98417005879692,0.031696376309682264,0.46453982369796,0.0682317740971353
BCL6B,ENSMUSG00000000317,ENSMMUG00000016268,Daneman,lung_only,BBB,80.77709611451942,0.10205524667878477,0.566549480449688,0.1801347458615271
BCR,ENSMUSG00000009681,ENSMMUG00000023622,Daneman,lung_only,BBB,88.59236002093145,0.029966631142581114,0.42909246705492954,0.06983723426387951
BGN,ENSMUSG00000031375,ENSMMUG00000012743,Daneman,liver_and_lung,BBB,64.30446194225722,0.021217035291842226,0.46046775838876486,0.046077135489536396
BIN1,ENSMUSG00000024381,ENSMMUG00000000376,Daneman,lung_only,BBB,64.14835164835165,0.06163541384226344,0.4531153918278813,0.1360258665979637
BMP1,ENSMUSG00000022098,ENSMMUG00000013031,Daneman,lung_only,BBB,88.59825620389,0.019287154230578512,0.4389416558831506,0.043940131842289516
BMP2,ENSMUSG00000027358,ENSMMUG00000064170,Daneman,lung_only,BBB,86.39798488664988,0.040431910739404955,0.5191036280748155,0.0778879371145095
BMP2K,ENSMUSG00000034663,ENSMMUG00000011639,Daneman,lung_only,BBB,82.5986747335062,0.09131321347767665,0.47907539299340673,0.19060301324834136
BMPR1A,ENSMUSG00000021796,ENSMMUG00000011852,Daneman,liver_and_lung,BBB,91.36960600375235,0.008607525510341428,0.38531746399950406,0.02233878895858327
BMPR2,ENSMUSG00000067336,ENSMMUG00000009009,Daneman,liver_only,BBB,91.56239974334297,0.017633020648421087,0.31088712843289784,0.05671840046033625
BNIP1,ENSMUSG00000024191,ENSMMUG00000014607,Munji,NA,BBB,86.02620087336244,0.029941946748692667,0.621740334072092,0.048158282658916
BNIP3,ENSMUSG00000078566,ENSMMUG00000058508,Daneman,liver_only,BBB,86.4957264957265,0.023858145398035692,0.43772399923549654,0.05450499730356332
BNIP3,ENSMUSG00000078566,ENSMMUG00000022445,Daneman,liver_only,BBB,86.4957264957265,0.023858145398035692,0.43772399923549654,0.05450499730356332
BOP1,ENSMUSG00000022557,ENSMMUG00000014724,Daneman,lung_only,BBB,79.43136383829409,0.11298152885199494,0.6307579051146837,0.1791202740954198
BPGM,ENSMUSG00000038871,ENSMMUG00000004598,Daneman,lung_only,BBB,86.66666666666667,0.041671181758645204,0.505407278637519,0.08245069574578093
BSG,ENSMUSG00000023175,ENSMMUG00000018740,Munji,NA,BBB,41.75141242937853,0.5695509974219772,1.3514827765050201,0.4214267523962497
BSPRY,ENSMUSG00000028392,ENSMMUG00000005851,Munji,NA,BBB,70.52785923753666,0.11027494122904613,0.47165293292887334,0.23380526978653585
BTF3,ENSMUSG00000021660,ENSMMUG00000002246,Daneman,lung_only,BBB,57.5609756097561,0.007505990486152513,0.2089693086005015,0.03591910475476636
BTF3L4,ENSMUSG00000114133,ENSMMUG00000003636,Daneman,lung_only,BBB,94.12997903563941,0,0.24817545551415676,0
BTG2,ENSMUSG00000020423,ENSMMUG00000053426,Daneman,liver_only,BBB,89.72746331236897,0.026942888980728226,0.37954949423692763,0.07098649685964162
BZW1,ENSMUSG00000051223,ENSMMUG00000022202,Daneman,lung_only,BBB,92.69911504424779,0.007953612362294898,0.3119729105561124,0.025494560883882692
C1QBP,ENSMUSG00000018446,ENSMMUG00000006592,Daneman,lung_only,BBB,83.92434988179669,0.0862891496265373,0.513021913673305,0.168197785175872
CA2,ENSMUSG00000027562,ENSMMUG00000014891,Daneman,lung_only,BBB,81.73690932311622,0.10812003450655552,0.6217900926499733,0.17388510332444287
CAB39L,ENSMUSG00000021981,ENSMMUG00000013472,Daneman,liver_only,BBB,89.3491124260355,0.009809298353104057,0.4968046159256831,0.01974478102387726
CABLES1,ENSMUSG00000040957,ENSMMUG00000005125,Daneman,liver_only,BBB,80.52910052910053,0.07201806806083448,0.43932694211304163,0.1639281845871947
CABYR,ENSMUSG00000024430,ENSMMUG00000004346,Munji,NA,BBB,70.25440313111547,0.2158131944413635,0.28303809972637073,0.7624881408192132
CACHD1,ENSMUSG00000028532,ENSMMUG00000007577,Both,lung_only,BBB,85.9622641509434,0.014615247558516769,0.4980525317706048,0.029344791214209354
CAPN2,ENSMUSG00000026509,ENSMMUG00000011142,Daneman,liver_only,BBB,87.54160722776986,0.03257313373290995,0.5157798180774178,0.06315317620283617
CAPZB,ENSMUSG00000028745,ENSMMUG00000006894,Daneman,lung_only,BBB,92.49448123620309,0.006090573739423549,0.33100918086927605,0.01840001453563571
CARD10,ENSMUSG00000033170,ENSMMUG00000003007,Daneman,liver_only,BBB,81.6836262719704,0.048506418354592254,0.4933574657309585,0.09831901151576805
CASKIN2,ENSMUSG00000034471,ENSMMUG00000022121,Daneman,liver_only,BBB,84.54545454545455,0.062969986026818775,0.5047092858321038,0.12476486522930018
CASP3,ENSMUSG00000031628,ENSMMUG00000012053,Daneman,lung_only,BBB,83.81294964028777,0.06767473317853273,0.6543862414488273,0.10341710887548491
CASP6,ENSMUSG00000027997,ENSMMUG00000008174,Daneman,lung_only,BBB,78.490990990991,0.05588063243984688,0.7102120214352485,0.07868162007018581
CASP7,ENSMUSG00000025076,ENSMMUG00000001217,Daneman,lung_only,BBB,43.333333333333336,0.25863809730264115,1.0558030056358865,0.24496813886873642
CASP8,ENSMUSG00000026029,ENSMMUG00000031296,Daneman,lung_only,BBB,69.33497536945812,0.2385780235680344,0.5958581487411176,0.4003939932215131
CASQ2,ENSMUSG00000027861,ENSMMUG00000008970,Daneman,liver_and_lung,BBB,74.91039426523298,0.0470198329357404,0.5401001527063017,0.08705761829567389
CAT,ENSMUSG00000027187,ENSMMUG00000002429,Daneman,lung_only,BBB,83.77028714107365,0.07457125198937065,0.5705039826871858,0.13071118563997644
CAV2,ENSMUSG00000000058,ENSMMUG00000061706,Daneman,liver_only,BBB,87.11656441717791,0.04194858314623513,0.5460472683326532,0.07682225620196668
CBR3,ENSMUSG00000022947,ENSMMUG00000020565,Daneman,liver_only,BBB,51.44766146993319,0.09539926506741879,0.6017440624394642,0.1585379416635557
CCDC106,ENSMUSG00000035228,ENSMMUG00000004808,Munji,NA,BBB,71.03984450923227,0.047466634772025326,0.46111348677609076,0.10293915951990872
CCDC141,ENSMUSG00000044033,ENSMMUG00000019689,Munji,NA,BBB,35.139251523063535,0.145429632012622,0.485625981748747,0.29946839229838473
CCDC28A,ENSMUSG00000059554,ENSMMUG00000017643,Daneman,liver_only,BBB,57.94871794871795,0.10800064686182265,0.7262303095833154,0.14871404489271386
CCDC28B,ENSMUSG00000028795,ENSMMUG00000015066,Daneman,lung_only,BBB,83.00970873786407,0.1052706868797181,0.5638220938072017,0.1867090488932051
CCDC61,ENSMUSG00000074358,ENSMMUG00000008741,Munji,NA,BBB,67.1866874674987,0.08564400218038395,0.4835951754222472,0.1770985455047284
CCDC85C,ENSMUSG00000084883,ENSMMUG00000046816,Munji,NA,BBB,88.2308276385725,0.035932829282050105,0.3215011482028025,0.11176578834295087
CCND1,ENSMUSG00000070348,ENSMMUG00000002368,Daneman,lung_only,BBB,78.7280701754386,0.18775118845685754,0.6294110197095665,0.2982966338013797
CCNG2,ENSMUSG00000029385,ENSMMUG00000000914,Munji,NA,BBB,76.19047619047619,0.05854396660537005,0.6516644009718489,0.08983760125313195
CCT2,ENSMUSG00000034024,ENSMMUG00000010820,Daneman,lung_only,BBB,81.12994350282486,0.011918088256631591,0.4780308290282895,0.024931631043248654
CD1D,ENSMUSG00000041750,ENSMMUG00000020156,Daneman,lung_only,BBB,74.2156862745098,0.48019522802111064,0.8273715247679908,0.5803864571671906
CD1D,ENSMUSG00000028076,ENSMMUG00000020156,Daneman,lung_only,BBB,74.70588235294117,0.23217193573835188,0.5704796217088904,0.4069767383502205
CD200,ENSMUSG00000022661,ENSMMUG00000016076,Daneman,liver_only,BBB,77.66439909297053,0.12690961465302275,0.5074491481824733,0.25009326571455276
CD248,ENSMUSG00000056481,ENSMMUG00000015986,Daneman,liver_and_lung,BBB,79.39784946236558,0.11641611479885011,0.5122729523285634,0.227254072793956
CD2AP,ENSMUSG00000061665,ENSMMUG00000017952,Daneman,liver_only,BBB,86.82291666666667,0.07974999784635116,0.35471467475660945,0.22482858342715117
CD302,ENSMUSG00000060703,ENSMMUG00000020721,Daneman,liver_and_lung,BBB,10.014229811454998,0.15004930059412602,0.6338422612537296,0.23672971931112793
CD320,ENSMUSG00000002308,ENSMMUG00000016695,Both,lung_only,BBB,55.78842315369261,0.2732492236402104,0.6759690636922299,0.4042333271106936
CD38,ENSMUSG00000029084,ENSMMUG00000015298,Daneman,lung_only,BBB,71.36612021857924,0.299755782236382,0.5987073816512547,0.5006715992203832
CD40,ENSMUSG00000017652,ENSMMUG00000003683,Daneman,lung_only,BBB,67.01030927835052,0.2917849898174678,0.8010789889950566,0.3642399736179679
CD47,ENSMUSG00000055447,ENSMMUG00000008791,Daneman,liver_only,BBB,63.00174520069808,0.2479994953686969,0.6448638316383885,0.3845765310462693
CD82,ENSMUSG00000027215,ENSMMUG00000019268,Daneman,lung_only,BBB,71.14427860696517,0.3649241701418111,0.9906223872634237,0.3683786827692311
CDC14A,ENSMUSG00000033502,ENSMMUG00000019106,Daneman,liver_only,BBB,79.06855049712192,0.07512418758647321,0.4355341636324876,0.17248747368039882
CDC20,ENSMUSG00000006398,ENSMMUG00000003149,Daneman,lung_only,BBB,88.8,0.028636993223954514,0.4457537212524314,0.06424398015902892
CDC23,ENSMUSG00000024370,ENSMMUG00000001515,Daneman,liver_and_lung,BBB,89.01895206243033,0.025429937241738417,0.4526050002208257,0.05618571873782032
CDC37L1,ENSMUSG00000024780,ENSMMUG00000000141,Daneman,liver_only,BBB,88.65877712031558,0.05455426215526342,0.3685989902546935,0.1480043722245893
CDC42EP3,ENSMUSG00000036533,ENSMMUG00000052788,Munji,NA,BBB,88.10457516339869,0.03832061079216781,0.47548285182760874,0.08059304482774775
CDC42SE1,ENSMUSG00000046722,ENSMMUG00000010074,Munji,NA,BBB,91.35802469135803,0.004923248746368255,0.3264274548319014,0.015082214052441006
CDCA4,ENSMUSG00000047832,ENSMMUG00000007516,Daneman,lung_only,BBB,53.84615384615385,0.16775296186243643,0.7699011165334713,0.21788897075218544
CDCA8,ENSMUSG00000028873,ENSMMUG00000014340,Daneman,lung_only,BBB,69.10569105691057,0.15247960451215486,0.5733753817242112,0.26593329496224566
