gene_id,canonical_tx
ENSG00000296775,ENST00000741889
ENSG00000303746,ENST00000796895
ENSG00000297558,ENST00000748908
ENSG00000298095,ENST00000752906
ENSG00000274202,ENST00000611062
ENSG00000303588,ENST00000795909
ENSG00000304032,ENST00000799024
ENSG00000308966,ENST00000837539
ENSG00000304964,ENST00000807411
ENSG00000309079,ENST00000838297
ENSG00000305027,ENST00000807887
ENSG00000305713,ENST00000812561
ENSG00000306124,ENST00000815435
ENSG00000307249,ENST00000824729
ENSG00000308567,ENST00000835084
ENSG00000309335,ENST00000840359
ENSG00000301787,ENST00000781886
ENSG00000310156,ENST00000847689
ENSG00000300815,ENST00000774229
ENSG00000304057,ENST00000799157
ENSG00000293753,ENST00000718756
ENSG00000299010,ENST00000759802
ENSG00000307122,ENST00000823976
ENSG00000307143,ENST00000824250
ENSG00000307166,ENST00000824359
ENSG00000280864,ENST00000629165
ENSG00000281822,ENST00000627793
ENSG00000280505,ENST00000628518
ENSG00000280775,ENST00000630948
ENSG00000281766,ENST00000643872
ENSG00000291360,ENST00000707296
ENSG00000288269,ENST00000672485
ENSG00000291371,ENST00000707319
ENSG00000291372,ENST00000707320
ENSG00000291368,ENST00000707314
ENSG00000306474,ENST00000818819
ENSG00000291361,ENST00000707297
ENSG00000291369,ENST00000707317
ENSG00000291370,ENST00000707318
ENSG00000282162,ENST00000632454
ENSG00000292254,ENST00000710353
ENSG00000291362,ENST00000707302
ENSG00000281934,ENST00000633392
ENSG00000282116,ENST00000632854
ENSG00000282175,ENST00000634171
ENSG00000282817,ENST00000632257
ENSG00000282584,ENST00000632563
ENSG00000288213,ENST00000671931
ENSG00000282663,ENST00000632873
ENSG00000279195,ENST00000355096
ENSG00000306526,ENST00000819225
ENSG00000282338,ENST00000631612
ENSG00000282549,ENST00000633303
ENSG00000288186,ENST00000672496
ENSG00000282119,ENST00000632295
ENSG00000282791,ENST00000634044
ENSG00000282437,ENST00000631964
ENSG00000282559,ENST00000633863
ENSG00000282566,ENST00000632559
ENSG00000282258,ENST00000632653
ENSG00000291364,ENST00000707308
ENSG00000282562,ENST00000633746
ENSG00000282530,ENST00000633810
ENSG00000291363,ENST00000707307
ENSG00000282468,ENST00000632119
ENSG00000290624,ENST00000633830
ENSG00000282341,ENST00000634066
ENSG00000293532,ENST00000713550
ENSG00000281987,ENST00000633532
ENSG00000282095,ENST00000633805
ENSG00000282298,ENST00000633914
ENSG00000282741,ENST00000632392
ENSG00000282212,ENST00000632307
ENSG00000282289,ENST00000632532
ENSG00000282424,ENST00000633074
ENSG00000282216,ENST00000631567
ENSG00000282288,ENST00000632886
ENSG00000282583,ENST00000632222
ENSG00000282125,ENST00000632108
ENSG00000293551,ENST00000713586
ENSG00000291365,ENST00000707310
ENSG00000291366,ENST00000707311
ENSG00000290500,ENST00000625370
ENSG00000261958,ENST00000573911
ENSG00000262191,ENST00000571130
ENSG00000281683,ENST00000625745
ENSG00000262268,ENST00000572137
ENSG00000262647,ENST00000575017
ENSG00000281777,ENST00000625734
ENSG00000281313,ENST00000627632
ENSG00000281279,ENST00000627954
ENSG00000262535,ENST00000630430
ENSG00000281107,ENST00000631283
ENSG00000281839,ENST00000631340
ENSG00000281449,ENST00000628217
ENSG00000281442,ENST00000629871
ENSG00000283344,ENST00000637028
ENSG00000288175,ENST00000673006
ENSG00000288244,ENST00000672015
ENSG00000288157,ENST00000671991
ENSG00000288304,ENST00000671709
ENSG00000288481,ENST00000672360
ENSG00000288424,ENST00000672054
ENSG00000290627,ENST00000672718
ENSG00000288201,ENST00000673279
ENSG00000288196,ENST00000673117
ENSG00000288457,ENST00000673235
ENSG00000291426,ENST00000707519
ENSG00000291427,ENST00000707532
ENSG00000291429,ENST00000707548
ENSG00000291430,ENST00000707549
ENSG00000281324,ENST00000628182
ENSG00000291428,ENST00000707541
ENSG00000280475,ENST00000631171
ENSG00000206783,ENST00000384056
ENSG00000281874,ENST00000627522
ENSG00000207477,ENST00000384746
ENSG00000291441,ENST00000707568
ENSG00000281818,ENST00000629245
ENSG00000291431,ENST00000707551
ENSG00000291432,ENST00000707554
ENSG00000291433,ENST00000707558
ENSG00000281051,ENST00000630767
ENSG00000291434,ENST00000707559
ENSG00000291435,ENST00000707560
ENSG00000291440,ENST00000707567
ENSG00000281234,ENST00000628428
ENSG00000291443,ENST00000707575
ENSG00000291436,ENST00000707561
ENSG00000291437,ENST00000707562
ENSG00000291438,ENST00000707565
ENSG00000291439,ENST00000707566
ENSG00000280689,ENST00000627374
ENSG00000291442,ENST00000707570
ENSG00000281168,ENST00000625448
ENSG00000280962,ENST00000626413
ENSG00000288522,ENST00000671955
ENSG00000281671,ENST00000626218
ENSG00000288204,ENST00000673238
ENSG00000281525,ENST00000631212
ENSG00000288247,ENST00000673609
ENSG00000282467,ENST00000633619
ENSG00000288135,ENST00000672663
ENSG00000288322,ENST00000672471
ENSG00000288356,ENST00000673144
ENSG00000288117,ENST00000671818
ENSG00000291444,ENST00000707576
ENSG00000291445,ENST00000707577
ENSG00000291446,ENST00000707578
ENSG00000291447,ENST00000707579
ENSG00000288372,ENST00000672491
ENSG00000291448,ENST00000707580
ENSG00000291449,ENST00000707581
ENSG00000288288,ENST00000672000
ENSG00000291450,ENST00000707582
ENSG00000288129,ENST00000672472
ENSG00000291451,ENST00000707583
ENSG00000291452,ENST00000707584
ENSG00000291453,ENST00000707585
ENSG00000288472,ENST00000673100
ENSG00000291455,ENST00000707589
ENSG00000291456,ENST00000707594
ENSG00000291457,ENST00000707596
ENSG00000291458,ENST00000707597
ENSG00000291459,ENST00000707602
ENSG00000291460,ENST00000707603
ENSG00000291461,ENST00000707604
ENSG00000291462,ENST00000707605
ENSG00000291454,ENST00000707588
ENSG00000293355,ENST00000707586
ENSG00000288417,ENST00000673422
ENSG00000288502,ENST00000673385
ENSG00000288311,ENST00000672408
ENSG00000288449,ENST00000672289
ENSG00000288499,ENST00000672066
ENSG00000288159,ENST00000672216
ENSG00000288431,ENST00000672062
ENSG00000280963,ENST00000630186
ENSG00000281230,ENST00000630425
ENSG00000284255,ENST00000639310
ENSG00000284278,ENST00000639504
ENSG00000284123,ENST00000639236
ENSG00000292249,ENST00000710319
ENSG00000281067,ENST00000628714
ENSG00000281552,ENST00000626840
ENSG00000288263,ENST00000672946
ENSG00000288305,ENST00000672977
ENSG00000280680,ENST00000628693
ENSG00000287371,ENST00000668313
ENSG00000281499,ENST00000629478
ENSG00000287648,ENST00000666284
ENSG00000280937,ENST00000630644
ENSG00000291381,ENST00000707385
ENSG00000291405,ENST00000707431
ENSG00000291404,ENST00000707429
ENSG00000291376,ENST00000707359
ENSG00000291382,ENST00000707390
ENSG00000291377,ENST00000707360
ENSG00000291375,ENST00000707355
ENSG00000291379,ENST00000707363
ENSG00000291374,ENST00000707354
ENSG00000291401,ENST00000707423
ENSG00000291380,ENST00000707376
ENSG00000291388,ENST00000707400
ENSG00000291402,ENST00000707427
ENSG00000291389,ENST00000707401
ENSG00000291390,ENST00000707402
ENSG00000291391,ENST00000707403
ENSG00000291392,ENST00000707404
ENSG00000291393,ENST00000707405
ENSG00000291394,ENST00000707406
ENSG00000291386,ENST00000707395
ENSG00000291385,ENST00000707394
ENSG00000291408,ENST00000707440
ENSG00000291384,ENST00000707393
ENSG00000291400,ENST00000707416
ENSG00000291383,ENST00000707392
ENSG00000285019,ENST00000642532
ENSG00000291395,ENST00000707407
ENSG00000291397,ENST00000707409
ENSG00000291398,ENST00000707410
ENSG00000291396,ENST00000707408
ENSG00000291399,ENST00000707411
ENSG00000285196,ENST00000643054
ENSG00000291387,ENST00000707396
ENSG00000285308,ENST00000647527
ENSG00000292230,ENST00000710281
ENSG00000285028,ENST00000644360
ENSG00000291403,ENST00000707428
ENSG00000285455,ENST00000645951
ENSG00000292231,ENST00000710282
ENSG00000285477,ENST00000646767
ENSG00000291407,ENST00000707439
ENSG00000292235,ENST00000710296
ENSG00000292236,ENST00000710297
ENSG00000291463,ENST00000707606
ENSG00000291464,ENST00000707608
ENSG00000292238,ENST00000710299
ENSG00000291465,ENST00000707609
ENSG00000291472,ENST00000707623
ENSG00000292239,ENST00000710300
ENSG00000291466,ENST00000707610
ENSG00000292240,ENST00000710301
ENSG00000292241,ENST00000710302
ENSG00000291470,ENST00000707619
ENSG00000292242,ENST00000710303
ENSG00000291467,ENST00000707611
ENSG00000292229,ENST00000710280
ENSG00000291468,ENST00000707612
ENSG00000291469,ENST00000707613
ENSG00000291471,ENST00000707622
ENSG00000291474,ENST00000707629
ENSG00000291473,ENST00000707626
ENSG00000292226,ENST00000713539
ENSG00000292228,ENST00000713541
ENSG00000292227,ENST00000713540
ENSG00000292225,ENST00000713538
ENSG00000292328,ENST00000711122
ENSG00000292329,ENST00000711121
ENSG00000292337,ENST00000711205
ENSG00000292338,ENST00000711198
ENSG00000285481,ENST00000646220
ENSG00000293604,ENST00000715685
ENSG00000292342,ENST00000711187
ENSG00000292346,ENST00000711167
ENSG00000292347,ENST00000711166
ENSG00000292350,ENST00000711149
ENSG00000292352,ENST00000711147
ENSG00000292353,ENST00000711146
ENSG00000292354,ENST00000972792
ENSG00000292355,ENST00000711140
ENSG00000292356,ENST00000711139
ENSG00000292361,ENST00000711244
ENSG00000292363,ENST00000711256
ENSG00000292336,ENST00000711206
ENSG00000292330,ENST00000711120
ENSG00000310541,ENST00000850692
ENSG00000310543,ENST00000850704
ENSG00000310544,ENST00000850706
ENSG00000310545,ENST00000850707
ENSG00000310546,ENST00000850708
ENSG00000292331,ENST00000972831
ENSG00000291410,ENST00000707451
ENSG00000291411,ENST00000707452
ENSG00000310547,ENST00000850714
ENSG00000291412,ENST00000707453
ENSG00000310548,ENST00000850715
ENSG00000291413,ENST00000707456
ENSG00000291414,ENST00000707457
ENSG00000291415,ENST00000707458
ENSG00000291416,ENST00000707459
ENSG00000291417,ENST00000707460
ENSG00000291418,ENST00000707461
ENSG00000292349,ENST00000972808
ENSG00000291420,ENST00000707466
ENSG00000292341,ENST00000850717
ENSG00000310549,ENST00000850719
ENSG00000310551,ENST00000850727
ENSG00000310552,ENST00000850728
ENSG00000292335,ENST00000972844
ENSG00000310553,ENST00000850732
ENSG00000310554,ENST00000850733
ENSG00000310556,ENST00000850736
ENSG00000310540,ENST00000850748
ENSG00000291421,ENST00000707492
ENSG00000291422,ENST00000707499
ENSG00000291423,ENST00000707500
ENSG00000291424,ENST00000707501
ENSG00000291425,ENST00000707502
ENSG00000292362,ENST00000972861
ENSG00000292360,ENST00000850817
ENSG00000310557,ENST00000850821
ENSG00000292345,ENST00000972790
ENSG00000284750,ENST00000647207
ENSG00000292327,ENST00000711123
ENSG00000285415,ENST00000643786
ENSG00000285209,ENST00000642743
ENSG00000284885,ENST00000643703
ENSG00000285893,ENST00000650346
ENSG00000288406,ENST00000672344
ENSG00000285312,ENST00000642282
ENSG00000284941,ENST00000646197
ENSG00000292348,ENST00000972686
ENSG00000285226,ENST00000644756
ENSG00000284936,ENST00000642513
ENSG00000292344,ENST00000972701
ENSG00000292333,ENST00000711215
ENSG00000292332,ENST00000711217
ENSG00000285222,ENST00000642698
ENSG00000292358,ENST00000972676
ENSG00000292334,ENST00000711212
ENSG00000292339,ENST00000711192
ENSG00000288260,ENST00000673158
ENSG00000288430,ENST00000672203
ENSG00000292357,ENST00000972697
ENSG00000288297,ENST00000673382
ENSG00000288274,ENST00000671802
ENSG00000281211,ENST00000627008
ENSG00000292343,ENST00000711185
ENSG00000292364,ENST00000711258
ENSG00000292365,ENST00000711259
ENSG00000292367,ENST00000711266
ENSG00000292368,ENST00000711267
ENSG00000292369,ENST00000711268
ENSG00000292371,ENST00000711270
ENSG00000292372,ENST00000711285
ENSG00000310550,ENST00000850726
ENSG00000288243,ENST00000672865
ENSG00000310555,ENST00000850734
ENSG00000292370,ENST00000972702
ENSG00000310542,ENST00000850698
ENSG00000292373,ENST00000711289
ENSG00000292366,ENST00000711265
ENSG00000288388,ENST00000672272
ENSG00000288138,ENST00000672943
ENSG00000215601,ENST00000431340
ENSG00000215603,ENST00000415010
ENSG00000225878,ENST00000436888
ENSG00000236435,ENST00000421279
ENSG00000258991,ENST00000557448
ENSG00000224518,ENST00000427212
ENSG00000231988,ENST00000453312
ENSG00000238073,ENST00000457961
ENSG00000275866,ENST00000621514
ENSG00000271595,ENST00000604289
ENSG00000183704,ENST00000331172
ENSG00000232927,ENST00000427677
ENSG00000277438,ENST00000622542
ENSG00000259154,ENST00000557360
ENSG00000283163,ENST00000637643
ENSG00000273863,ENST00000614118
ENSG00000271375,ENST00000604178
ENSG00000224634,ENST00000447526
ENSG00000285470,ENST00000645906
ENSG00000234620,ENST00000421058
ENSG00000236690,ENST00000421675
ENSG00000273693,ENST00000618128
ENSG00000223422,ENST00000439805
ENSG00000225653,ENST00000458209
ENSG00000228578,ENST00000422712
ENSG00000275280,ENST00000619838
ENSG00000270242,ENST00000605584
ENSG00000236477,ENST00000438550
ENSG00000237997,ENST00000422174
ENSG00000244246,ENST00000451913
ENSG00000183753,ENST00000331070
ENSG00000225433,ENST00000455231
ENSG00000235857,ENST00000431853
ENSG00000223955,ENST00000417434
ENSG00000270455,ENST00000603738
ENSG00000234385,ENST00000452257
ENSG00000226863,ENST00000434773
ENSG00000271365,ENST00000605663
ENSG00000259029,ENST00000553347
ENSG00000215537,ENST00000442535
ENSG00000229745,ENST00000422208
ENSG00000275828,ENST00000614446
ENSG00000232522,ENST00000450781
ENSG00000277519,ENST00000620993
ENSG00000273731,ENST00000614700
ENSG00000215583,ENST00000421118
ENSG00000274162,ENST00000616231
ENSG00000233774,ENST00000430517
ENSG00000228764,ENST00000420174
ENSG00000232226,ENST00000398758
ENSG00000224567,ENST00000426062
ENSG00000241200,ENST00000425158
ENSG00000228518,ENST00000451854
ENSG00000274231,ENST00000619901
ENSG00000274502,ENST00000618763
ENSG00000278854,ENST00000621243
ENSG00000225809,ENST00000418221
ENSG00000232419,ENST00000453955
ENSG00000226906,ENST00000436568
ENSG00000230025,ENST00000434308
ENSG00000235649,ENST00000420610
ENSG00000258567,ENST00000555130
ENSG00000234179,ENST00000454315
ENSG00000271309,ENST00000604370
ENSG00000228240,ENST00000416110
ENSG00000234652,ENST00000455855
ENSG00000218410,ENST00000405035
ENSG00000224989,ENST00000421205
ENSG00000273858,ENST00000622087
ENSG00000227830,ENST00000432201
ENSG00000226529,ENST00000445453
ENSG00000274837,ENST00000616477
ENSG00000216777,ENST00000404428
ENSG00000216824,ENST00000403990
ENSG00000276829,ENST00000613297
ENSG00000283076,ENST00000635343
ENSG00000234850,ENST00000452458
ENSG00000270570,ENST00000603467
ENSG00000223517,ENST00000435111
ENSG00000228207,ENST00000432613
ENSG00000225117,ENST00000443820
ENSG00000228411,ENST00000418290
ENSG00000229518,ENST00000439651
ENSG00000232730,ENST00000435433
ENSG00000244000,ENST00000422002
ENSG00000232764,ENST00000436338
ENSG00000236131,ENST00000428342
ENSG00000227949,ENST00000423569
ENSG00000252900,ENST00000517091
ENSG00000252689,ENST00000516880
ENSG00000243980,ENST00000488394
ENSG00000252315,ENST00000516506
ENSG00000252012,ENST00000516203
ENSG00000273966,ENST00000615048
ENSG00000252173,ENST00000516364
ENSG00000252323,ENST00000516514
ENSG00000169953,ENST00000304790
ENSG00000284058,ENST00000638866
ENSG00000236429,ENST00000432046
ENSG00000249501,ENST00000504503
ENSG00000228193,ENST00000428070
ENSG00000230904,ENST00000432915
ENSG00000238135,ENST00000454868
ENSG00000251970,ENST00000516161
ENSG00000238088,ENST00000454643
ENSG00000217179,ENST00000407745
ENSG00000217896,ENST00000403487
ENSG00000185275,ENST00000382840
ENSG00000252766,ENST00000516957
ENSG00000274282,ENST00000615809
ENSG00000234529,ENST00000431768
ENSG00000238191,ENST00000435012
ENSG00000226353,ENST00000445421
ENSG00000226449,ENST00000411487
ENSG00000225896,ENST00000425789
ENSG00000229129,ENST00000415776
ENSG00000223555,ENST00000455085
ENSG00000235521,ENST00000418455
ENSG00000252513,ENST00000516704
ENSG00000224964,ENST00000443200
ENSG00000225740,ENST00000429066
ENSG00000229138,ENST00000413320
ENSG00000224485,ENST00000436723
ENSG00000226116,ENST00000413550
ENSG00000237558,ENST00000429883
ENSG00000233378,ENST00000453983
ENSG00000237616,ENST00000452432
ENSG00000224033,ENST00000428380
ENSG00000230412,ENST00000458706
ENSG00000225895,ENST00000440676
ENSG00000233120,ENST00000442391
ENSG00000252166,ENST00000516357
ENSG00000232744,ENST00000430287
ENSG00000229465,ENST00000425411
ENSG00000236599,ENST00000436067
ENSG00000232899,ENST00000451397
ENSG00000229302,ENST00000454958
ENSG00000228945,ENST00000426660
ENSG00000278391,ENST00000614353
ENSG00000251953,ENST00000516144
ENSG00000252667,ENST00000516858
ENSG00000249726,ENST00000503144
ENSG00000225716,ENST00000443934
ENSG00000229406,ENST00000455273
ENSG00000252209,ENST00000516400
ENSG00000249634,ENST00000511770
ENSG00000238067,ENST00000423438
ENSG00000230377,ENST00000439968
ENSG00000250951,ENST00000513521
ENSG00000230458,ENST00000446387
ENSG00000235479,ENST00000415230
ENSG00000249606,ENST00000509650
ENSG00000267793,ENST00000586015
ENSG00000260197,ENST00000566193
ENSG00000172468,ENST00000307393
ENSG00000176679,ENST00000321217
ENSG00000182415,ENST00000250838
ENSG00000233126,ENST00000428264
ENSG00000227251,ENST00000438459
ENSG00000252633,ENST00000516824
ENSG00000251996,ENST00000516187
ENSG00000252155,ENST00000516346
ENSG00000252472,ENST00000516663
ENSG00000224953,ENST00000413200
ENSG00000274365,ENST00000610687
ENSG00000233634,ENST00000433995
ENSG00000237701,ENST00000431631
ENSG00000273906,ENST00000620503
ENSG00000232976,ENST00000425589
ENSG00000226270,ENST00000416040
ENSG00000227837,ENST00000445313
ENSG00000278602,ENST00000616864
ENSG00000223978,ENST00000440402
ENSG00000278197,ENST00000618453
ENSG00000230819,ENST00000451173
ENSG00000185894,ENST00000382287
ENSG00000228296,ENST00000456123
ENSG00000291488,ENST00000707666
ENSG00000291489,ENST00000707669
ENSG00000291491,ENST00000707684
ENSG00000291493,ENST00000707693
ENSG00000291494,ENST00000707694
ENSG00000291495,ENST00000707695
ENSG00000291496,ENST00000707715
ENSG00000205916,ENST00000682740
ENSG00000129873,ENST00000382867
ENSG00000251841,ENST00000516032
ENSG00000184895,ENST00000383070
ENSG00000232195,ENST00000430735
ENSG00000286130,ENST00000651710
ENSG00000129824,ENST00000250784
ENSG00000229163,ENST00000414182
ENSG00000278847,ENST00000611750
ENSG00000223600,ENST00000414667
ENSG00000215414,ENST00000400275
ENSG00000224035,ENST00000446621
ENSG00000223915,ENST00000428060
ENSG00000234059,ENST00000412870
ENSG00000154620,ENST00000284856
ENSG00000129864,ENST00000250825
ENSG00000187191,ENST00000382365
ENSG00000188120,ENST00000405239
ENSG00000251925,ENST00000516116
ENSG00000286744,ENST00000662956
ENSG00000236647,ENST00000444014
ENSG00000099721,ENST00000651267
ENSG00000092377,ENST00000383032
ENSG00000205944,ENST00000382440
ENSG00000288512,ENST00000671968
ENSG00000226555,ENST00000455254
ENSG00000228787,ENST00000434164
ENSG00000229343,ENST00000451423
ENSG00000232695,ENST00000414751
ENSG00000235511,ENST00000420889
ENSG00000232914,ENST00000421750
ENSG00000223655,ENST00000412737
ENSG00000230854,ENST00000419224
ENSG00000252625,ENST00000516816
ENSG00000227635,ENST00000420603
ENSG00000237546,ENST00000440468
ENSG00000227867,ENST00000436690
ENSG00000231716,ENST00000451661
ENSG00000234744,ENST00000421008
ENSG00000233156,ENST00000437934
ENSG00000289705,ENST00000696462
ENSG00000225876,ENST00000426199
ENSG00000251796,ENST00000515987
ENSG00000252948,ENST00000517139
ENSG00000233843,ENST00000417124
ENSG00000129862,ENST00000250823
ENSG00000235451,ENST00000458328
ENSG00000289706,ENST00000696463
ENSG00000225624,ENST00000440297
ENSG00000280969,ENST00000629237
ENSG00000224482,ENST00000415994
ENSG00000216844,ENST00000406090
ENSG00000229551,ENST00000449858
ENSG00000226504,ENST00000423409
ENSG00000254488,ENST00000527562
ENSG00000237427,ENST00000418578
ENSG00000232634,ENST00000436364
ENSG00000226918,ENST00000437359
ENSG00000183146,ENST00000382764
ENSG00000236615,ENST00000428616
ENSG00000169849,ENST00000303979
ENSG00000169811,ENST00000382759
ENSG00000242393,ENST00000456659
ENSG00000228257,ENST00000452426
ENSG00000184991,ENST00000652128
ENSG00000288124,ENST00000671752
ENSG00000271123,ENST00000604924
ENSG00000226042,ENST00000452415
ENSG00000237023,ENST00000434481
ENSG00000229416,ENST00000441913
ENSG00000230029,ENST00000447168
ENSG00000224169,ENST00000445573
ENSG00000223407,ENST00000425912
ENSG00000226873,ENST00000431260
ENSG00000227915,ENST00000444494
ENSG00000236620,ENST00000442113
ENSG00000224866,ENST00000457708
ENSG00000232424,ENST00000445112
ENSG00000252681,ENST00000516872
