gene_id,canonical_tx
ENSMMUG00000005955,ENSMMUT00000008337
ENSMMUG00000012954,ENSMMUT00000018164
ENSMMUG00000060427,ENSMMUT00000098900
ENSMMUG00000005949,ENSMMUT00000008332
ENSMMUG00000005946,ENSMMUT00000074048
ENSMMUG00000052686,ENSMMUT00000090066
ENSMMUG00000019585,ENSMMUT00000027507
ENSMMUG00000064912,ENSMMUT00000098540
ENSMMUG00000021266,ENSMMUT00000029925
ENSMMUG00000058602,ENSMMUT00000084437
ENSMMUG00000059322,ENSMMUT00000080117
ENSMMUG00000004566,ENSMMUT00000106522
ENSMMUG00000058214,ENSMMUT00000094634
ENSMMUG00000023311,ENSMMUT00000044534
ENSMMUG00000050290,ENSMMUT00000096014
ENSMMUG00000054567,ENSMMUT00000105042
ENSMMUG00000031191,ENSMMUT00000006201
ENSMMUG00000061999,ENSMMUT00000095302
ENSMMUG00000016408,ENSMMUT00000110364
ENSMMUG00000049281,ENSMMUT00000086927
ENSMMUG00000053269,ENSMMUT00000092373
ENSMMUG00000022208,ENSMMUT00000108512
ENSMMUG00000056452,ENSMMUT00000089476
ENSMMUG00000050866,ENSMMUT00000098218
ENSMMUG00000057881,ENSMMUT00000080950
ENSMMUG00000062560,ENSMMUT00000035466
ENSMMUG00000064226,ENSMMUT00000089439
ENSMMUG00000061675,ENSMMUT00000086063
ENSMMUG00000053105,ENSMMUT00000096097
ENSMMUG00000044246,ENSMMUT00000074700
ENSMMUG00000052988,ENSMMUT00000088851
ENSMMUG00000051199,ENSMMUT00000095388
ENSMMUG00000058983,ENSMMUT00000092947
ENSMMUG00000050099,ENSMMUT00000091630
ENSMMUG00000053289,ENSMMUT00000082600
ENSMMUG00000050167,ENSMMUT00000108598
ENSMMUG00000054394,ENSMMUT00000091588
ENSMMUG00000050971,ENSMMUT00000104345
ENSMMUG00000026576,ENSMMUT00000036277
ENSMMUG00000050302,ENSMMUT00000109745
ENSMMUG00000061587,ENSMMUT00000075439
ENSMMUG00000064992,ENSMMUT00000095358
ENSMMUG00000025558,ENSMMUT00000035259
ENSMMUG00000060709,ENSMMUT00000106635
ENSMMUG00000035621,ENSMMUT00000051355
ENSMMUG00000050926,ENSMMUT00000096807
ENSMMUG00000047025,ENSMMUT00000060023
ENSMMUG00000051961,ENSMMUT00000070385
ENSMMUG00000056846,ENSMMUT00000109600
ENSMMUG00000062726,ENSMMUT00000106770
ENSMMUG00000036728,ENSMMUT00000052462
ENSMMUG00000050964,ENSMMUT00000094161
ENSMMUG00000065137,ENSMMUT00000081379
ENSMMUG00000057829,ENSMMUT00000100714
ENSMMUG00000061941,ENSMMUT00000095733
ENSMMUG00000054812,ENSMMUT00000098704
ENSMMUG00000059354,ENSMMUT00000084373
ENSMMUG00000045839,ENSMMUT00000077205
ENSMMUG00000054381,ENSMMUT00000092437
ENSMMUG00000049093,ENSMMUT00000073270
ENSMMUG00000057363,ENSMMUT00000080239
ENSMMUG00000051050,ENSMMUT00000100073
ENSMMUG00000054970,ENSMMUT00000096004
ENSMMUG00000055981,ENSMMUT00000099343
ENSMMUG00000052461,ENSMMUT00000090338
ENSMMUG00000058124,ENSMMUT00000097600
ENSMMUG00000060426,ENSMMUT00000086546
ENSMMUG00000059666,ENSMMUT00000080205
ENSMMUG00000060006,ENSMMUT00000109474
ENSMMUG00000025681,ENSMMUT00000035382
ENSMMUG00000062580,ENSMMUT00000091391
ENSMMUG00000001382,ENSMMUT00000001955
ENSMMUG00000043586,ENSMMUT00000076496
ENSMMUG00000052364,ENSMMUT00000091541
ENSMMUG00000052910,ENSMMUT00000097357
ENSMMUG00000064896,ENSMMUT00000089089
ENSMMUG00000060928,ENSMMUT00000094107
ENSMMUG00000002585,ENSMMUT00000003678
ENSMMUG00000062933,ENSMMUT00000109729
ENSMMUG00000011380,ENSMMUT00000044519
ENSMMUG00000059690,ENSMMUT00000087829
ENSMMUG00000055490,ENSMMUT00000101527
ENSMMUG00000055003,ENSMMUT00000105781
ENSMMUG00000056502,ENSMMUT00000080472
ENSMMUG00000055345,ENSMMUT00000081024
ENSMMUG00000026049,ENSMMUT00000035750
ENSMMUG00000005777,ENSMMUT00000008109
ENSMMUG00000024556,ENSMMUT00000034257
ENSMMUG00000008153,ENSMMUT00000011388
ENSMMUG00000017324,ENSMMUT00000075346
ENSMMUG00000050220,ENSMMUT00000080642
ENSMMUG00000052401,ENSMMUT00000094101
ENSMMUG00000059892,ENSMMUT00000101315
ENSMMUG00000027317,ENSMMUT00000037017
ENSMMUG00000008847,ENSMMUT00000012371
ENSMMUG00000011424,ENSMMUT00000105699
ENSMMUG00000057396,ENSMMUT00000085239
ENSMMUG00000036930,ENSMMUT00000052664
ENSMMUG00000060683,ENSMMUT00000101982
ENSMMUG00000051140,ENSMMUT00000035004
ENSMMUG00000023150,ENSMMUT00000032568
ENSMMUG00000053368,ENSMMUT00000088441
ENSMMUG00000036090,ENSMMUT00000051824
ENSMMUG00000050136,ENSMMUT00000104907
ENSMMUG00000060516,ENSMMUT00000104248
ENSMMUG00000054234,ENSMMUT00000043360
ENSMMUG00000013353,ENSMMUT00000045727
ENSMMUG00000059986,ENSMMUT00000085649
ENSMMUG00000021098,ENSMMUT00000044504
ENSMMUG00000062668,ENSMMUT00000081971
ENSMMUG00000058292,ENSMMUT00000090739
ENSMMUG00000031175,ENSMMUT00000044503
ENSMMUG00000048085,ENSMMUT00000060097
ENSMMUG00000062648,ENSMMUT00000086362
ENSMMUG00000054073,ENSMMUT00000098698
ENSMMUG00000057626,ENSMMUT00000099013
ENSMMUG00000058133,ENSMMUT00000081758
ENSMMUG00000018525,ENSMMUT00000104941
ENSMMUG00000022310,ENSMMUT00000071385
ENSMMUG00000052237,ENSMMUT00000080645
ENSMMUG00000012031,ENSMMUT00000047395
ENSMMUG00000000021,ENSMMUT00000044492
ENSMMUG00000008636,ENSMMUT00000104191
ENSMMUG00000062093,ENSMMUT00000080447
ENSMMUG00000050632,ENSMMUT00000092115
ENSMMUG00000021388,ENSMMUT00000109025
ENSMMUG00000000016,ENSMMUT00000000024
ENSMMUG00000012028,ENSMMUT00000047397
ENSMMUG00000000015,ENSMMUT00000000019
ENSMMUG00000058747,ENSMMUT00000098056
ENSMMUG00000059503,ENSMMUT00000109141
ENSMMUG00000010176,ENSMMUT00000014206
ENSMMUG00000053405,ENSMMUT00000090106
ENSMMUG00000058339,ENSMMUT00000099133
ENSMMUG00000041413,ENSMMUT00000065572
ENSMMUG00000048772,ENSMMUT00000105337
ENSMMUG00000039543,ENSMMUT00000065703
ENSMMUG00000053438,ENSMMUT00000107959
ENSMMUG00000047935,ENSMMUT00000073050
ENSMMUG00000050870,ENSMMUT00000097576
ENSMMUG00000006252,ENSMMUT00000071036
ENSMMUG00000011832,ENSMMUT00000016577
ENSMMUG00000055596,ENSMMUT00000094957
ENSMMUG00000061500,ENSMMUT00000106873
ENSMMUG00000015664,ENSMMUT00000021969
ENSMMUG00000008149,ENSMMUT00000085647
ENSMMUG00000063991,ENSMMUT00000082363
ENSMMUG00000058567,ENSMMUT00000107026
ENSMMUG00000019771,ENSMMUT00000102360
ENSMMUG00000055600,ENSMMUT00000090580
ENSMMUG00000058282,ENSMMUT00000084104
ENSMMUG00000044406,ENSMMUT00000053686
ENSMMUG00000049847,ENSMMUT00000083459
ENSMMUG00000026424,ENSMMUT00000036125
ENSMMUG00000055817,ENSMMUT00000088492
ENSMMUG00000002141,ENSMMUT00000003024
ENSMMUG00000008836,ENSMMUT00000012360
ENSMMUG00000042021,ENSMMUT00000064546
ENSMMUG00000002142,ENSMMUT00000003026
ENSMMUG00000053224,ENSMMUT00000096985
ENSMMUG00000019995,ENSMMUT00000028102
ENSMMUG00000006251,ENSMMUT00000067719
ENSMMUG00000022196,ENSMMUT00000031216
ENSMMUG00000064143,ENSMMUT00000100440
ENSMMUG00000034148,ENSMMUT00000049882
ENSMMUG00000008835,ENSMMUT00000075562
ENSMMUG00000008146,ENSMMUT00000045942
ENSMMUG00000015158,ENSMMUT00000021255
ENSMMUG00000000932,ENSMMUT00000001329
ENSMMUG00000008145,ENSMMUT00000059547
ENSMMUG00000056564,ENSMMUT00000093953
ENSMMUG00000003304,ENSMMUT00000004672
ENSMMUG00000010977,ENSMMUT00000074905
ENSMMUG00000031508,ENSMMUT00000030751
ENSMMUG00000054804,ENSMMUT00000099959
ENSMMUG00000057586,ENSMMUT00000107375
ENSMMUG00000015156,ENSMMUT00000021251
ENSMMUG00000060391,ENSMMUT00000107605
ENSMMUG00000055518,ENSMMUT00000093773
ENSMMUG00000000933,ENSMMUT00000001331
ENSMMUG00000025174,ENSMMUT00000034875
ENSMMUG00000057562,ENSMMUT00000086560
ENSMMUG00000050612,ENSMMUT00000081968
ENSMMUG00000057322,ENSMMUT00000108374
ENSMMUG00000064198,ENSMMUT00000104395
ENSMMUG00000063790,ENSMMUT00000083382
ENSMMUG00000051858,ENSMMUT00000104139
ENSMMUG00000050796,ENSMMUT00000098780
ENSMMUG00000045106,ENSMMUT00000079076
ENSMMUG00000061927,ENSMMUT00000100977
ENSMMUG00000015155,ENSMMUT00000021248
ENSMMUG00000003343,ENSMMUT00000004725
ENSMMUG00000061122,ENSMMUT00000091845
ENSMMUG00000002953,ENSMMUT00000004181
ENSMMUG00000010973,ENSMMUT00000015352
ENSMMUG00000054972,ENSMMUT00000100070
ENSMMUG00000010978,ENSMMUT00000015356
ENSMMUG00000052045,ENSMMUT00000083924
ENSMMUG00000055243,ENSMMUT00000101000
ENSMMUG00000051774,ENSMMUT00000089451
ENSMMUG00000050423,ENSMMUT00000105625
ENSMMUG00000031655,ENSMMUT00000045947
ENSMMUG00000053265,ENSMMUT00000092487
ENSMMUG00000022199,ENSMMUT00000101678
ENSMMUG00000010979,ENSMMUT00000015358
ENSMMUG00000063102,ENSMMUT00000104745
ENSMMUG00000010970,ENSMMUT00000015348
ENSMMUG00000022884,ENSMMUT00000032212
ENSMMUG00000010980,ENSMMUT00000015360
ENSMMUG00000016974,ENSMMUT00000023858
ENSMMUG00000064110,ENSMMUT00000105511
ENSMMUG00000055701,ENSMMUT00000092381
ENSMMUG00000008917,ENSMMUT00000012465
ENSMMUG00000053474,ENSMMUT00000090291
ENSMMUG00000022886,ENSMMUT00000032214
ENSMMUG00000058556,ENSMMUT00000064894
ENSMMUG00000011221,ENSMMUT00000015699
ENSMMUG00000019994,ENSMMUT00000069525
ENSMMUG00000049444,ENSMMUT00000091224
ENSMMUG00000040678,ENSMMUT00000066049
ENSMMUG00000015150,ENSMMUT00000021242
ENSMMUG00000001803,ENSMMUT00000002537
ENSMMUG00000059457,ENSMMUT00000098661
ENSMMUG00000047604,ENSMMUT00000077732
ENSMMUG00000022173,ENSMMUT00000073303
ENSMMUG00000056485,ENSMMUT00000108523
ENSMMUG00000006022,ENSMMUT00000007219
ENSMMUG00000032222,ENSMMUT00000047498
ENSMMUG00000022171,ENSMMUT00000031184
ENSMMUG00000061389,ENSMMUT00000107168
ENSMMUG00000004833,ENSMMUT00000089864
ENSMMUG00000004835,ENSMMUT00000006829
ENSMMUG00000036025,ENSMMUT00000051759
ENSMMUG00000012185,ENSMMUT00000045259
ENSMMUG00000056752,ENSMMUT00000101744
ENSMMUG00000052576,ENSMMUT00000093619
ENSMMUG00000010961,ENSMMUT00000075151
ENSMMUG00000003262,ENSMMUT00000072666
ENSMMUG00000047853,ENSMMUT00000059672
ENSMMUG00000045584,ENSMMUT00000067416
ENSMMUG00000052341,ENSMMUT00000090322
ENSMMUG00000056664,ENSMMUT00000037178
ENSMMUG00000004832,ENSMMUT00000006826
ENSMMUG00000035795,ENSMMUT00000051529
ENSMMUG00000013857,ENSMMUT00000019447
ENSMMUG00000031291,ENSMMUT00000095772
ENSMMUG00000038517,ENSMMUT00000058741
ENSMMUG00000015056,ENSMMUT00000021102
ENSMMUG00000021387,ENSMMUT00000030106
ENSMMUG00000044778,ENSMMUT00000067939
ENSMMUG00000052344,ENSMMUT00000088532
ENSMMUG00000059270,ENSMMUT00000097474
ENSMMUG00000061945,ENSMMUT00000104849
ENSMMUG00000064796,ENSMMUT00000087067
ENSMMUG00000015142,ENSMMUT00000083231
ENSMMUG00000006868,ENSMMUT00000009602
ENSMMUG00000022170,ENSMMUT00000090738
ENSMMUG00000008435,ENSMMUT00000064811
ENSMMUG00000006865,ENSMMUT00000009600
ENSMMUG00000049733,ENSMMUT00000095311
ENSMMUG00000058244,ENSMMUT00000088438
ENSMMUG00000052239,ENSMMUT00000087029
ENSMMUG00000019287,ENSMMUT00000068962
ENSMMUG00000013090,ENSMMUT00000018360
ENSMMUG00000053940,ENSMMUT00000091105
ENSMMUG00000064041,ENSMMUT00000105879
ENSMMUG00000032677,ENSMMUT00000048411
ENSMMUG00000005634,ENSMMUT00000007923
ENSMMUG00000060204,ENSMMUT00000086868
ENSMMUG00000053534,ENSMMUT00000079298
ENSMMUG00000045550,ENSMMUT00000057235
ENSMMUG00000016982,ENSMMUT00000023865
ENSMMUG00000051554,ENSMMUT00000084103
ENSMMUG00000042187,ENSMMUT00000060225
ENSMMUG00000022168,ENSMMUT00000091256
ENSMMUG00000043598,ENSMMUT00000053628
ENSMMUG00000061167,ENSMMUT00000085085
ENSMMUG00000045959,ENSMMUT00000070183
ENSMMUG00000055481,ENSMMUT00000088169
ENSMMUG00000021750,ENSMMUT00000030608
ENSMMUG00000019815,ENSMMUT00000027842
ENSMMUG00000031430,ENSMMUT00000078255
ENSMMUG00000051645,ENSMMUT00000090730
ENSMMUG00000057430,ENSMMUT00000095456
ENSMMUG00000064805,ENSMMUT00000105576
ENSMMUG00000051591,ENSMMUT00000088164
ENSMMUG00000064352,ENSMMUT00000096599
ENSMMUG00000059169,ENSMMUT00000105358
ENSMMUG00000049143,ENSMMUT00000069138
ENSMMUG00000021862,ENSMMUT00000030759
ENSMMUG00000016984,ENSMMUT00000023876
ENSMMUG00000001349,ENSMMUT00000103335
ENSMMUG00000037766,ENSMMUT00000060718
ENSMMUG00000050331,ENSMMUT00000083195
ENSMMUG00000013738,ENSMMUT00000066346
ENSMMUG00000055077,ENSMMUT00000099727
ENSMMUG00000008990,ENSMMUT00000069026
ENSMMUG00000015924,ENSMMUT00000022395
ENSMMUG00000041086,ENSMMUT00000057009
ENSMMUG00000053964,ENSMMUT00000093656
ENSMMUG00000055316,ENSMMUT00000096667
ENSMMUG00000011732,ENSMMUT00000016429
ENSMMUG00000061474,ENSMMUT00000099537
ENSMMUG00000054857,ENSMMUT00000103464
ENSMMUG00000018872,ENSMMUT00000026530
ENSMMUG00000019812,ENSMMUT00000047398
ENSMMUG00000020834,ENSMMUT00000029306
ENSMMUG00000055798,ENSMMUT00000096316
ENSMMUG00000036441,ENSMMUT00000052175
ENSMMUG00000011222,ENSMMUT00000108935
ENSMMUG00000010764,ENSMMUT00000015046
ENSMMUG00000064729,ENSMMUT00000093600
ENSMMUG00000057296,ENSMMUT00000088859
ENSMMUG00000023624,ENSMMUT00000033230
ENSMMUG00000011733,ENSMMUT00000016432
ENSMMUG00000063702,ENSMMUT00000087182
ENSMMUG00000009773,ENSMMUT00000074263
ENSMMUG00000054613,ENSMMUT00000101487
ENSMMUG00000042618,ENSMMUT00000078413
ENSMMUG00000005618,ENSMMUT00000098157
ENSMMUG00000015555,ENSMMUT00000021820
ENSMMUG00000011711,ENSMMUT00000056298
ENSMMUG00000017740,ENSMMUT00000024938
ENSMMUG00000016215,ENSMMUT00000047350
ENSMMUG00000005740,ENSMMUT00000008060
ENSMMUG00000019806,ENSMMUT00000092798
ENSMMUG00000008992,ENSMMUT00000044847
ENSMMUG00000001264,ENSMMUT00000001790
ENSMMUG00000015922,ENSMMUT00000022391
ENSMMUG00000011735,ENSMMUT00000016433
ENSMMUG00000016214,ENSMMUT00000022784
ENSMMUG00000037367,ENSMMUT00000053101
ENSMMUG00000055038,ENSMMUT00000108377
ENSMMUG00000054634,ENSMMUT00000088003
ENSMMUG00000019914,ENSMMUT00000096766
ENSMMUG00000044175,ENSMMUT00000054483
ENSMMUG00000002492,ENSMMUT00000047518
ENSMMUG00000063714,ENSMMUT00000105324
ENSMMUG00000051719,ENSMMUT00000080103
ENSMMUG00000027973,ENSMMUT00000037618
ENSMMUG00000052260,ENSMMUT00000092111
ENSMMUG00000059561,ENSMMUT00000097718
ENSMMUG00000054650,ENSMMUT00000094438
ENSMMUG00000049795,ENSMMUT00000110191
ENSMMUG00000058472,ENSMMUT00000087509
ENSMMUG00000058332,ENSMMUT00000105122
ENSMMUG00000043588,ENSMMUT00000061504
ENSMMUG00000056940,ENSMMUT00000092737
ENSMMUG00000064604,ENSMMUT00000084317
ENSMMUG00000062759,ENSMMUT00000089755
ENSMMUG00000062448,ENSMMUT00000107479
ENSMMUG00000048617,ENSMMUT00000056791
ENSMMUG00000063749,ENSMMUT00000107999
ENSMMUG00000050859,ENSMMUT00000103752
ENSMMUG00000055266,ENSMMUT00000045968
ENSMMUG00000061742,ENSMMUT00000091906
ENSMMUG00000051816,ENSMMUT00000084636
ENSMMUG00000041482,ENSMMUT00000076596
ENSMMUG00000063085,ENSMMUT00000100595
ENSMMUG00000001966,ENSMMUT00000002780
ENSMMUG00000039099,ENSMMUT00000106074
ENSMMUG00000017104,ENSMMUT00000047356
ENSMMUG00000008638,ENSMMUT00000082895
ENSMMUG00000053960,ENSMMUT00000109623
ENSMMUG00000059167,ENSMMUT00000095191
ENSMMUG00000049843,ENSMMUT00000002784
ENSMMUG00000062996,ENSMMUT00000096276
ENSMMUG00000013602,ENSMMUT00000019104
ENSMMUG00000005619,ENSMMUT00000055578
ENSMMUG00000049286,ENSMMUT00000045974
ENSMMUG00000032231,ENSMMUT00000090706
ENSMMUG00000012479,ENSMMUT00000107791
ENSMMUG00000064556,ENSMMUT00000102827
ENSMMUG00000053735,ENSMMUT00000092226
ENSMMUG00000059260,ENSMMUT00000098654
ENSMMUG00000016812,ENSMMUT00000023632
ENSMMUG00000014874,ENSMMUT00000020866
ENSMMUG00000004265,ENSMMUT00000006058
ENSMMUG00000058094,ENSMMUT00000088183
ENSMMUG00000003581,ENSMMUT00000005069
ENSMMUG00000017103,ENSMMUT00000024047
ENSMMUG00000056808,ENSMMUT00000104047
ENSMMUG00000008549,ENSMMUT00000011955
ENSMMUG00000056341,ENSMMUT00000086668
ENSMMUG00000050804,ENSMMUT00000060060
ENSMMUG00000053498,ENSMMUT00000091264
ENSMMUG00000035346,ENSMMUT00000051080
ENSMMUG00000014876,ENSMMUT00000046981
ENSMMUG00000052516,ENSMMUT00000035262
ENSMMUG00000000352,ENSMMUT00000000511
ENSMMUG00000058456,ENSMMUT00000080177
ENSMMUG00000005635,ENSMMUT00000007925
ENSMMUG00000013987,ENSMMUT00000019634
ENSMMUG00000001967,ENSMMUT00000002781
ENSMMUG00000053323,ENSMMUT00000079462
ENSMMUG00000053723,ENSMMUT00000106184
ENSMMUG00000013596,ENSMMUT00000019096
ENSMMUG00000059352,ENSMMUT00000083568
ENSMMUG00000015081,ENSMMUT00000021137
ENSMMUG00000003579,ENSMMUT00000005066
ENSMMUG00000023382,ENSMMUT00000078501
ENSMMUG00000061598,ENSMMUT00000099299
ENSMMUG00000050772,ENSMMUT00000094419
ENSMMUG00000060345,ENSMMUT00000086857
ENSMMUG00000009951,ENSMMUT00000013893
ENSMMUG00000061527,ENSMMUT00000088804
ENSMMUG00000009040,ENSMMUT00000012633
ENSMMUG00000052779,ENSMMUT00000101203
ENSMMUG00000056511,ENSMMUT00000081812
ENSMMUG00000051943,ENSMMUT00000093420
ENSMMUG00000060445,ENSMMUT00000104016
ENSMMUG00000040888,ENSMMUT00000019100
ENSMMUG00000005158,ENSMMUT00000055055
ENSMMUG00000057590,ENSMMUT00000096473
ENSMMUG00000065322,ENSMMUT00000079563
ENSMMUG00000045421,ENSMMUT00000023618
ENSMMUG00000059472,ENSMMUT00000101710
ENSMMUG00000044187,ENSMMUT00000096452
ENSMMUG00000059665,ENSMMUT00000088873
ENSMMUG00000017101,ENSMMUT00000102162
ENSMMUG00000009948,ENSMMUT00000013891
ENSMMUG00000061947,ENSMMUT00000093464
ENSMMUG00000009425,ENSMMUT00000013155
ENSMMUG00000022881,ENSMMUT00000032207
ENSMMUG00000053610,ENSMMUT00000100703
ENSMMUG00000023145,ENSMMUT00000097024
ENSMMUG00000063539,ENSMMUT00000106993
ENSMMUG00000008761,ENSMMUT00000044472
ENSMMUG00000053934,ENSMMUT00000094628
ENSMMUG00000058486,ENSMMUT00000093523
ENSMMUG00000005210,ENSMMUT00000062873
ENSMMUG00000055760,ENSMMUT00000080966
ENSMMUG00000046670,ENSMMUT00000068218
ENSMMUG00000022880,ENSMMUT00000032206
ENSMMUG00000025175,ENSMMUT00000034876
ENSMMUG00000063807,ENSMMUT00000106576
ENSMMUG00000062669,ENSMMUT00000082924
ENSMMUG00000056158,ENSMMUT00000105228
ENSMMUG00000020756,ENSMMUT00000029196
ENSMMUG00000043675,ENSMMUT00000055785
ENSMMUG00000015084,ENSMMUT00000021141
ENSMMUG00000014385,ENSMMUT00000045656
ENSMMUG00000063725,ENSMMUT00000099924
ENSMMUG00000003263,ENSMMUT00000077605
ENSMMUG00000064774,ENSMMUT00000096805
ENSMMUG00000021386,ENSMMUT00000102408
ENSMMUG00000043775,ENSMMUT00000066020
ENSMMUG00000013561,ENSMMUT00000046160
ENSMMUG00000006894,ENSMMUT00000009635
ENSMMUG00000016808,ENSMMUT00000023616
ENSMMUG00000016793,ENSMMUT00000016380
ENSMMUG00000062596,ENSMMUT00000099515
ENSMMUG00000019536,ENSMMUT00000027442
ENSMMUG00000053652,ENSMMUT00000090769
ENSMMUG00000008763,ENSMMUT00000012246
ENSMMUG00000058256,ENSMMUT00000081688
ENSMMUG00000001847,ENSMMUT00000002603
ENSMMUG00000016786,ENSMMUT00000023584
ENSMMUG00000039340,ENSMMUT00000063890
ENSMMUG00000055285,ENSMMUT00000099514
ENSMMUG00000037376,ENSMMUT00000053110
ENSMMUG00000055815,ENSMMUT00000080596
ENSMMUG00000065199,ENSMMUT00000086936
ENSMMUG00000007129,ENSMMUT00000009947
ENSMMUG00000054107,ENSMMUT00000091617
ENSMMUG00000052469,ENSMMUT00000109202
ENSMMUG00000020754,ENSMMUT00000029192
ENSMMUG00000040694,ENSMMUT00000067828
ENSMMUG00000051332,ENSMMUT00000106695
ENSMMUG00000036946,ENSMMUT00000052680
ENSMMUG00000023200,ENSMMUT00000061580
ENSMMUG00000001849,ENSMMUT00000079139
ENSMMUG00000061825,ENSMMUT00000099259
ENSMMUG00000040115,ENSMMUT00000056648
ENSMMUG00000014970,ENSMMUT00000105349
ENSMMUG00000005669,ENSMMUT00000007970
ENSMMUG00000043124,ENSMMUT00000066685
ENSMMUG00000048228,ENSMMUT00000064839
ENSMMUG00000025492,ENSMMUT00000035193
ENSMMUG00000045495,ENSMMUT00000078764
ENSMMUG00000001479,ENSMMUT00000083609
ENSMMUG00000006892,ENSMMUT00000099730
ENSMMUG00000037178,ENSMMUT00000052912
ENSMMUG00000005736,ENSMMUT00000008056
ENSMMUG00000003309,ENSMMUT00000080091
ENSMMUG00000060809,ENSMMUT00000084687
ENSMMUG00000017983,ENSMMUT00000088695
ENSMMUG00000023151,ENSMMUT00000032573
ENSMMUG00000061615,ENSMMUT00000099410
ENSMMUG00000006119,ENSMMUT00000061492
ENSMMUG00000025420,ENSMMUT00000035121
ENSMMUG00000012737,ENSMMUT00000004352
ENSMMUG00000051071,ENSMMUT00000084663
ENSMMUG00000019360,ENSMMUT00000092996
ENSMMUG00000057445,ENSMMUT00000087593
ENSMMUG00000050205,ENSMMUT00000100155
ENSMMUG00000005668,ENSMMUT00000044458
ENSMMUG00000008453,ENSMMUT00000047417
ENSMMUG00000000476,ENSMMUT00000046178
ENSMMUG00000061293,ENSMMUT00000103669
ENSMMUG00000005735,ENSMMUT00000008053
ENSMMUG00000005073,ENSMMUT00000007155
ENSMMUG00000017351,ENSMMUT00000024411
ENSMMUG00000053581,ENSMMUT00000104027
ENSMMUG00000026958,ENSMMUT00000036659
ENSMMUG00000026847,ENSMMUT00000036548
ENSMMUG00000017986,ENSMMUT00000091357
ENSMMUG00000017696,ENSMMUT00000045549
ENSMMUG00000051009,ENSMMUT00000093676
ENSMMUG00000051142,ENSMMUT00000094216
ENSMMUG00000057466,ENSMMUT00000101151
ENSMMUG00000025705,ENSMMUT00000035406
ENSMMUG00000008552,ENSMMUT00000080880
ENSMMUG00000011914,ENSMMUT00000106377
ENSMMUG00000061360,ENSMMUT00000090099
ENSMMUG00000008857,ENSMMUT00000012389
ENSMMUG00000018618,ENSMMUT00000072240
ENSMMUG00000000425,ENSMMUT00000000624
ENSMMUG00000005667,ENSMMUT00000007968
ENSMMUG00000055871,ENSMMUT00000097602
ENSMMUG00000026870,ENSMMUT00000036571
ENSMMUG00000002454,ENSMMUT00000003495
ENSMMUG00000005072,ENSMMUT00000007154
ENSMMUG00000054974,ENSMMUT00000093624
ENSMMUG00000032681,ENSMMUT00000048415
ENSMMUG00000026648,ENSMMUT00000036349
ENSMMUG00000028449,ENSMMUT00000038048
ENSMMUG00000009024,ENSMMUT00000012619
ENSMMUG00000049516,ENSMMUT00000100247
ENSMMUG00000052190,ENSMMUT00000102711
