HumanEnsembl,Orthologue,OrthoType,PercId
ENSG00000075151,ENSMUSG00000028760,ortholog_one2one,83.7904
ENSG00000075188,ENSMUSG00000035351,ortholog_one2one,91.1043
ENSG00000075234,ENSMUSG00000035944,ortholog_one2one,86.5672
ENSG00000075239,ENSMUSG00000032047,ortholog_one2one,84.0749
ENSG00000075240,ENSMUSG00000035900,ortholog_one2one,94.4637
ENSG00000075292,ENSMUSG00000030016,ortholog_one2one,77.0475
ENSG00000075336,ENSMUSG00000024645,ortholog_one2one,68.1452
ENSG00000075399,ENSMUSG00000001062,ortholog_one2one,83.0428
ENSG00000075413,ENSMUSG00000007411,ortholog_one2one,95.8831
ENSG00000075415,ENSMUSG00000061904,ortholog_one2one,88.3657
ENSG00000075420,ENSMUSG00000039286,ortholog_one2one,93.0233
ENSG00000075426,ENSMUSG00000029135,ortholog_one2one,94.7853
ENSG00000075624,ENSMUSG00000029580,ortholog_one2one,100
ENSG00000075643,ENSMUSG00000039616,ortholog_one2one,74.0991
ENSG00000075711,ENSMUSG00000022770,ortholog_one2one,96.6405
ENSG00000075785,ENSMUSG00000079477,ortholog_one2one,100
ENSG00000075790,ENSMUSG00000020650,ortholog_one2one,82.1577
ENSG00000075856,ENSMUSG00000018974,ortholog_one2one,87.0197
ENSG00000075914,ENSMUSG00000025785,ortholog_one2one,95.5326
ENSG00000075945,ENSMUSG00000026585,ortholog_one2one,97.8535
ENSG00000075975,ENSMUSG00000000439,ortholog_one2one,88.4615
ENSG00000076043,ENSMUSG00000032026,ortholog_one2one,94.0928
ENSG00000076053,ENSMUSG00000042396,ortholog_one2one,83.1461
ENSG00000076108,ENSMUSG00000040054,ortholog_one2one,83.7625
ENSG00000076242,ENSMUSG00000032498,ortholog_one2one,88.7566
ENSG00000076248,ENSMUSG00000029591,ortholog_one2one,84.6645
ENSG00000076258,ENSMUSG00000026692,ortholog_one2one,79.9283
ENSG00000076321,ENSMUSG00000026705,ortholog_one2one,99.179
ENSG00000076351,ENSMUSG00000020829,ortholog_one2one,87.146
ENSG00000076382,ENSMUSG00000002055,ortholog_one2one,65.8843
ENSG00000076513,ENSMUSG00000041870,ortholog_one2one,90.5085
ENSG00000076604,ENSMUSG00000017386,ortholog_one2one,96.8085
ENSG00000076770,ENSMUSG00000036109,ortholog_one2one,81.3559
ENSG00000076826,ENSMUSG00000044433,ortholog_one2one,90.7126
ENSG00000076864,ENSMUSG00000041351,ortholog_one2one,96.5309
ENSG00000076924,ENSMUSG00000019470,ortholog_one2one,98.8304
ENSG00000076928,ENSMUSG00000040940,ortholog_one2one,88.3772
ENSG00000076944,ENSMUSG00000004626,ortholog_one2one,94.7723
ENSG00000076984,ENSMUSG00000002948,ortholog_one2one,98.3294
ENSG00000077097,ENSMUSG00000017485,ortholog_one2one,95.6335
ENSG00000077147,ENSMUSG00000025016,ortholog_one2one,98.9813
ENSG00000077150,ENSMUSG00000025225,ortholog_one2one,91.7778
ENSG00000077232,ENSMUSG00000027006,ortholog_one2one,90.29
ENSG00000077235,ENSMUSG00000032777,ortholog_one2one,78.4732
ENSG00000077238,ENSMUSG00000030748,ortholog_one2one,52.2424
ENSG00000077312,ENSMUSG00000061479,ortholog_one2one,96.0993
ENSG00000077348,ENSMUSG00000061286,ortholog_one2one,89.3617
ENSG00000077420,ENSMUSG00000026786,ortholog_one2one,80.9309
ENSG00000077454,ENSMUSG00000093445,ortholog_one2one,79.2094
ENSG00000077463,ENSMUSG00000034748,ortholog_one2one,83.3803
ENSG00000077585,ENSMUSG00000021306,ortholog_one2one,91.2281
ENSG00000077684,ENSMUSG00000025764,ortholog_one2one,92.1615
ENSG00000077984,ENSMUSG00000068129,ortholog_one2one,71.0345
ENSG00000078061,ENSMUSG00000001127,ortholog_one2one,94.8845
ENSG00000078070,ENSMUSG00000027709,ortholog_one2one,84
ENSG00000078140,ENSMUSG00000029203,ortholog_one2one,100
ENSG00000078142,ENSMUSG00000033628,ortholog_one2one,97.9707
ENSG00000078304,ENSMUSG00000017843,ortholog_one2one,83.9378
ENSG00000078403,ENSMUSG00000026743,ortholog_one2one,93.1648
ENSG00000078618,ENSMUSG00000053510,ortholog_one2one,93.0495
ENSG00000078668,ENSMUSG00000008892,ortholog_one2one,98.2332
ENSG00000078674,ENSMUSG00000031592,ortholog_one2one,88.7352
ENSG00000078747,ENSMUSG00000027598,ortholog_one2one,95.9397
ENSG00000078804,ENSMUSG00000038375,ortholog_one2one,85.9091
ENSG00000079246,ENSMUSG00000026187,ortholog_one2one,78.4153
ENSG00000079277,ENSMUSG00000028708,ortholog_one2one,93.2039
ENSG00000079313,ENSMUSG00000047417,ortholog_one2one,77.8051
ENSG00000079332,ENSMUSG00000020088,ortholog_one2one,99.4949
ENSG00000079432,ENSMUSG00000005442,ortholog_one2one,92.1732
ENSG00000079557,ENSMUSG00000029369,ortholog_one2one,67.7796
ENSG00000079805,ENSMUSG00000033335,ortholog_one2one,98.1609
ENSG00000079950,ENSMUSG00000019998,ortholog_one2one,94.2529
ENSG00000079999,ENSMUSG00000003308,ortholog_one2one,94.0705
ENSG00000080031,ENSMUSG00000035429,ortholog_one2one,50.6726
ENSG00000080189,ENSMUSG00000017664,ortholog_one2one,95.0685
ENSG00000080493,ENSMUSG00000060961,ortholog_one2one,97.0343
ENSG00000080503,ENSMUSG00000024921,ortholog_one2one,97.1698
ENSG00000080573,ENSMUSG00000004098,ortholog_one2one,82.6361
ENSG00000080608,ENSMUSG00000041360,ortholog_one2one,89.5062
ENSG00000080618,ENSMUSG00000021999,ortholog_one2one,83.6879
ENSG00000080709,ENSMUSG00000054477,ortholog_one2one,71.6814
ENSG00000080815,ENSMUSG00000019969,ortholog_one2one,92.7195
ENSG00000080819,ENSMUSG00000022742,ortholog_one2one,79.0749
ENSG00000080822,ENSMUSG00000022744,ortholog_one2one,91.6996
ENSG00000080824,ENSMUSG00000021270,ortholog_one2one,99.1803
ENSG00000080845,ENSMUSG00000061689,ortholog_one2one,96.9758
ENSG00000081154,ENSMUSG00000071533,ortholog_one2one,95.5056
ENSG00000081237,ENSMUSG00000026395,ortholog_one2one,66.6922
ENSG00000081307,ENSMUSG00000032557,ortholog_one2one,87.8713
ENSG00000081377,ENSMUSG00000033102,ortholog_one2many,85.3414
ENSG00000081692,ENSMUSG00000036819,ortholog_one2one,75.5396
ENSG00000081791,ENSMUSG00000024442,ortholog_one2one,73.2039
ENSG00000081803,ENSMUSG00000017978,ortholog_one2one,93.287
ENSG00000081913,ENSMUSG00000044340,ortholog_one2one,86.954
ENSG00000082074,ENSMUSG00000022148,ortholog_one2one,76.9602
ENSG00000082146,ENSMUSG00000026027,ortholog_one2one,90.9091
ENSG00000082212,ENSMUSG00000024556,ortholog_one2one,89.0411
ENSG00000082258,ENSMUSG00000026349,ortholog_one2one,86.8493
ENSG00000082515,ENSMUSG00000020514,ortholog_one2one,89.3204
ENSG00000082641,ENSMUSG00000038615,ortholog_one2one,93.2643
ENSG00000082701,ENSMUSG00000022812,ortholog_one2one,99.0476
ENSG00000082898,ENSMUSG00000020290,ortholog_one2one,98.0392
ENSG00000082996,ENSMUSG00000036503,ortholog_one2one,93.4383
ENSG00000083099,ENSMUSG00000045854,ortholog_one2one,88.6364
ENSG00000083123,ENSMUSG00000032263,ortholog_one2one,91.0714
ENSG00000083223,ENSMUSG00000035248,ortholog_one2one,79.398
ENSG00000083312,ENSMUSG00000009470,ortholog_one2one,98.7751
ENSG00000083444,ENSMUSG00000019055,ortholog_one2one,91.3343
ENSG00000083520,ENSMUSG00000033166,ortholog_one2one,91.1273
ENSG00000083799,ENSMUSG00000036712,ortholog_one2one,94.7699
ENSG00000083807,ENSMUSG00000030382,ortholog_one2one,71.4493
ENSG00000083838,ENSMUSG00000033961,ortholog_one2one,55.3333
ENSG00000083845,ENSMUSG00000012848,ortholog_one2one,99.0196
ENSG00000083857,ENSMUSG00000070047,ortholog_one2one,88.1648
ENSG00000083937,ENSMUSG00000004843,ortholog_one2one,99.5305
ENSG00000084070,ENSMUSG00000032870,ortholog_one2one,95.5711
ENSG00000084072,ENSMUSG00000028651,ortholog_one2one,98.0066
ENSG00000084073,ENSMUSG00000043207,ortholog_one2one,93.4737
ENSG00000084090,ENSMUSG00000027367,ortholog_one2one,92.1622
ENSG00000084093,ENSMUSG00000029249,ortholog_one2one,64.6308
ENSG00000084110,ENSMUSG00000020017,ortholog_one2one,93.7595
ENSG00000084207,ENSMUSG00000060803,ortholog_one2many,85.2381
ENSG00000084234,ENSMUSG00000031996,ortholog_one2one,92.8096
ENSG00000084623,ENSMUSG00000028798,ortholog_one2one,99.3846
ENSG00000084652,ENSMUSG00000053841,ortholog_one2one,90.4762
ENSG00000084733,ENSMUSG00000020671,ortholog_one2one,100
ENSG00000084734,ENSMUSG00000059434,ortholog_one2one,87.84
ENSG00000084754,ENSMUSG00000025745,ortholog_one2one,86.5007
ENSG00000084764,ENSMUSG00000029166,ortholog_one2one,99.2883
ENSG00000084774,ENSMUSG00000013629,ortholog_one2one,95.3708
ENSG00000085063,ENSMUSG00000068686,ortholog_one2many,42.1875
ENSG00000085224,ENSMUSG00000031229,ortholog_one2one,83.9486
ENSG00000085365,ENSMUSG00000021687,ortholog_one2one,98.2249
ENSG00000085415,ENSMUSG00000079614,ortholog_one2one,81.9477
ENSG00000085449,ENSMUSG00000073643,ortholog_one2one,97.8049
ENSG00000085552,ENSMUSG00000037995,ortholog_one2one,87.7863
ENSG00000085719,ENSMUSG00000028228,ortholog_one2one,93.6685
ENSG00000085760,ENSMUSG00000020459,ortholog_one2one,81.293
ENSG00000085788,ENSMUSG00000061313,ortholog_one2one,88.8889
ENSG00000085832,ENSMUSG00000028552,ortholog_one2one,89.0625
ENSG00000085871,ENSMUSG00000074604,ortholog_one2one,74.8299
ENSG00000085872,ENSMUSG00000052488,ortholog_one2one,95.1965
ENSG00000085982,ENSMUSG00000005501,ortholog_one2one,79.6926
ENSG00000085998,ENSMUSG00000028700,ortholog_one2one,98.4848
ENSG00000086015,ENSMUSG00000003810,ortholog_one2one,87.9866
ENSG00000086061,ENSMUSG00000028410,ortholog_one2one,99.4962
ENSG00000086062,ENSMUSG00000028413,ortholog_one2one,86.6834
ENSG00000086065,ENSMUSG00000028419,ortholog_one2one,98.6301
ENSG00000086102,ENSMUSG00000028423,ortholog_one2one,88.2143
ENSG00000086189,ENSMUSG00000021692,ortholog_one2one,95.8466
ENSG00000086200,ENSMUSG00000042590,ortholog_one2one,96.8205
ENSG00000086205,ENSMUSG00000001773,ortholog_one2one,85.2
ENSG00000086232,ENSMUSG00000029613,ortholog_one2one,81.746
ENSG00000086289,ENSMUSG00000002808,ortholog_one2one,79.4643
ENSG00000086300,ENSMUSG00000038301,ortholog_one2one,95.5224
ENSG00000086475,ENSMUSG00000026662,ortholog_one2one,99.4898
ENSG00000086504,ENSMUSG00000024181,ortholog_one2one,84.375
ENSG00000086544,ENSMUSG00000003752,ortholog_one2one,74.9634
ENSG00000086589,ENSMUSG00000024604,ortholog_one2one,100
ENSG00000086598,ENSMUSG00000029390,ortholog_one2one,99.005
ENSG00000086619,ENSMUSG00000057069,ortholog_one2one,94.0043
ENSG00000086666,ENSMUSG00000030629,ortholog_one2one,94.7115
ENSG00000086696,ENSMUSG00000031844,ortholog_one2one,59.4315
ENSG00000086758,ENSMUSG00000025261,ortholog_one2one,97.8052
ENSG00000086827,ENSMUSG00000032264,ortholog_one2one,86.1361
ENSG00000086848,ENSMUSG00000032059,ortholog_one2one,91.2621
ENSG00000087008,ENSMUSG00000029098,ortholog_one2one,73.2857
ENSG00000087074,ENSMUSG00000040435,ortholog_one2one,44.6588
ENSG00000087076,ENSMUSG00000030825,ortholog_one2one,81.4815
ENSG00000087086,ENSMUSG00000050708,ortholog_one2many,81.7143
ENSG00000087087,ENSMUSG00000037364,ortholog_one2one,96.9178
ENSG00000087088,ENSMUSG00000003873,ortholog_one2one,92.1875
ENSG00000087095,ENSMUSG00000017376,ortholog_one2one,99.8102
ENSG00000087116,ENSMUSG00000036545,ortholog_one2one,88.5219
ENSG00000087152,ENSMUSG00000059995,ortholog_one2one,99.4236
ENSG00000087206,ENSMUSG00000025878,ortholog_one2one,76.217
ENSG00000087266,ENSMUSG00000054520,ortholog_one2one,86.9875
ENSG00000087269,ENSMUSG00000036693,ortholog_one2one,83.3139
ENSG00000087274,ENSMUSG00000029106,ortholog_one2one,85.2315
ENSG00000087299,ENSMUSG00000020988,ortholog_one2one,82.5054
ENSG00000087302,ENSMUSG00000021807,ortholog_one2one,97.1311
ENSG00000087338,ENSMUSG00000001157,ortholog_one2many,90.4854
ENSG00000087365,ENSMUSG00000024853,ortholog_one2one,95.8659
ENSG00000087460,ENSMUSG00000027523,ortholog_one2one,93.401
ENSG00000087470,ENSMUSG00000022789,ortholog_one2one,95.1087
ENSG00000087502,ENSMUSG00000030304,ortholog_one2one,95.4907
ENSG00000087884,ENSMUSG00000035642,ortholog_one2one,91.8033
ENSG00000088205,ENSMUSG00000001674,ortholog_one2one,85.5224
ENSG00000088247,ENSMUSG00000007670,ortholog_one2one,98.3936
ENSG00000088256,ENSMUSG00000034781,ortholog_one2one,97.7716
ENSG00000088298,ENSMUSG00000038312,ortholog_one2one,93.5986
ENSG00000088356,ENSMUSG00000027472,ortholog_one2one,91.7293
ENSG00000088386,ENSMUSG00000025557,ortholog_one2one,85.1695
ENSG00000088387,ENSMUSG00000025558,ortholog_one2one,94.9809
ENSG00000088448,ENSMUSG00000031508,ortholog_one2one,78.0952
ENSG00000088451,ENSMUSG00000022130,ortholog_one2one,91.1429
ENSG00000088682,ENSMUSG00000031782,ortholog_one2one,90.2516
ENSG00000088766,ENSMUSG00000027357,ortholog_one2one,86.3787
ENSG00000088812,ENSMUSG00000027312,ortholog_one2one,93.212
ENSG00000088833,ENSMUSG00000027455,ortholog_one2one,96.2162
ENSG00000088888,ENSMUSG00000037523,ortholog_one2one,49.2593
ENSG00000088926,ENSMUSG00000031645,ortholog_one2one,77.92
ENSG00000088930,ENSMUSG00000027433,ortholog_one2one,96
ENSG00000088970,ENSMUSG00000074749,ortholog_one2one,67.9049
ENSG00000088986,ENSMUSG00000009013,ortholog_one2one,100
ENSG00000089009,ENSMUSG00000029614,ortholog_one2one,88.8889
ENSG00000089022,ENSMUSG00000029454,ortholog_one2one,97.2399
ENSG00000089048,ENSMUSG00000045624,ortholog_one2one,80.8461
ENSG00000089050,ENSMUSG00000027428,ortholog_one2one,91.3979
ENSG00000089053,ENSMUSG00000029472,ortholog_one2one,92.8477
ENSG00000089057,ENSMUSG00000027340,ortholog_one2one,94.6154
ENSG00000089060,ENSMUSG00000032754,ortholog_one2one,82.8767
ENSG00000089063,ENSMUSG00000027341,ortholog_one2one,96.6667
ENSG00000089094,ENSMUSG00000029475,ortholog_one2one,92.0659
ENSG00000089154,ENSMUSG00000041638,ortholog_one2one,94.0097
ENSG00000089159,ENSMUSG00000029528,ortholog_one2one,74.6531
ENSG00000089220,ENSMUSG00000047104,ortholog_one2one,84.492
ENSG00000089280,ENSMUSG00000030795,ortholog_one2one,95.6274
ENSG00000089289,ENSMUSG00000031221,ortholog_one2many,80.236
ENSG00000089351,ENSMUSG00000001248,ortholog_one2one,93.3702
ENSG00000089486,ENSMUSG00000004071,ortholog_one2one,94.2308
ENSG00000089597,ENSMUSG00000071650,ortholog_one2one,92.0551
ENSG00000089693,ENSMUSG00000030120,ortholog_one2one,96.7742
ENSG00000089818,ENSMUSG00000030327,ortholog_one2one,94.1818
ENSG00000089847,ENSMUSG00000054708,ortholog_one2one,54.5375
ENSG00000089876,ENSMUSG00000030986,ortholog_one2one,87.8869
ENSG00000090013,ENSMUSG00000040466,ortholog_one2one,93.2039
ENSG00000090054,ENSMUSG00000021468,ortholog_one2one,91.7548
ENSG00000090060,ENSMUSG00000021111,ortholog_one2one,95.4362
ENSG00000090061,ENSMUSG00000021258,ortholog_one2one,96.2069
ENSG00000090097,ENSMUSG00000023495,ortholog_one2one,97.5186
ENSG00000090104,ENSMUSG00000026358,ortholog_one2one,86.6029
ENSG00000090238,ENSMUSG00000042675,ortholog_one2one,75.7962
ENSG00000090263,ENSMUSG00000029918,ortholog_one2one,82.0755
ENSG00000090266,ENSMUSG00000002416,ortholog_one2one,82.8571
ENSG00000090273,ENSMUSG00000028851,ortholog_one2one,93.9577
ENSG00000090316,ENSMUSG00000079562,ortholog_one2one,98.7374
ENSG00000090339,ENSMUSG00000037405,ortholog_one2one,53.0075
ENSG00000090372,ENSMUSG00000030374,ortholog_one2one,95.0863
ENSG00000090382,ENSMUSG00000020177,ortholog_one2one,60.8108
ENSG00000090432,ENSMUSG00000041241,ortholog_one2one,89.7727
ENSG00000090470,ENSMUSG00000041837,ortholog_one2one,91.134
ENSG00000090487,ENSMUSG00000032388,ortholog_one2one,97.7273
ENSG00000090512,ENSMUSG00000022871,ortholog_one2one,64.3979
ENSG00000090520,ENSMUSG00000004460,ortholog_one2one,98.324
ENSG00000090534,ENSMUSG00000022847,ortholog_one2one,70.8215
ENSG00000090539,ENSMUSG00000006958,ortholog_one2one,85.8639
ENSG00000090565,ENSMUSG00000037098,ortholog_one2one,74.6032
ENSG00000090581,ENSMUSG00000035521,ortholog_one2one,78.6885
ENSG00000090621,ENSMUSG00000011257,ortholog_one2one,93.4848
ENSG00000090661,ENSMUSG00000008206,ortholog_one2one,69.2893
ENSG00000090674,ENSMUSG00000004567,ortholog_one2one,91.3793
ENSG00000090686,ENSMUSG00000043411,ortholog_one2one,94.686
ENSG00000090861,ENSMUSG00000031960,ortholog_one2one,95.5579
ENSG00000090863,ENSMUSG00000003316,ortholog_one2one,95.9288
ENSG00000090905,ENSMUSG00000052707,ortholog_one2one,91.5902
ENSG00000090975,ENSMUSG00000029406,ortholog_one2one,86.3603
ENSG00000091039,ENSMUSG00000020189,ortholog_one2one,96.063
ENSG00000091136,ENSMUSG00000002900,ortholog_one2one,92.7772
ENSG00000091140,ENSMUSG00000020664,ortholog_one2one,94.8919
ENSG00000091317,ENSMUSG00000032434,ortholog_one2one,83.0601
ENSG00000091428,ENSMUSG00000049044,ortholog_one2one,97.3294
ENSG00000091436,ENSMUSG00000004085,ortholog_one2one,92.125
ENSG00000091483,ENSMUSG00000026526,ortholog_one2one,92.7451
ENSG00000091490,ENSMUSG00000029189,ortholog_one2one,86.9258
ENSG00000091542,ENSMUSG00000042650,ortholog_one2one,97.2081
ENSG00000091583,ENSMUSG00000000049,ortholog_one2one,76.5217
ENSG00000091640,ENSMUSG00000018287,ortholog_one2one,96.9163
ENSG00000091704,ENSMUSG00000054446,ortholog_one2one,81.8616
ENSG00000091732,ENSMUSG00000039130,ortholog_one2one,85.0598
ENSG00000091831,ENSMUSG00000019768,ortholog_one2one,89.5798
ENSG00000091947,ENSMUSG00000020921,ortholog_one2one,98.0545
ENSG00000092020,ENSMUSG00000021022,ortholog_one2one,98.234
ENSG00000092036,ENSMUSG00000022177,ortholog_one2one,78.2369
ENSG00000092108,ENSMUSG00000020952,ortholog_one2one,96.1059
ENSG00000092148,ENSMUSG00000035247,ortholog_one2one,98.9272
ENSG00000092199,ENSMUSG00000060373,ortholog_one2many,97.9522
ENSG00000092201,ENSMUSG00000035726,ortholog_one2one,98.7584
ENSG00000092203,ENSMUSG00000016831,ortholog_one2one,95.008
ENSG00000092439,ENSMUSG00000027365,ortholog_one2one,94.2627
ENSG00000092529,ENSMUSG00000079110,ortholog_one2one,93.4227
ENSG00000092531,ENSMUSG00000027287,ortholog_one2one,86.7299
ENSG00000092607,ENSMUSG00000027868,ortholog_one2one,98.6711
ENSG00000092820,ENSMUSG00000052397,ortholog_one2one,96.4164
ENSG00000092871,ENSMUSG00000020696,ortholog_one2one,89.5317
ENSG00000092929,ENSMUSG00000057948,ortholog_one2one,87.7064
ENSG00000092931,ENSMUSG00000020818,ortholog_one2one,93.0958
ENSG00000092964,ENSMUSG00000022048,ortholog_one2one,81.9793
ENSG00000093000,ENSMUSG00000016619,ortholog_one2many,77.9915
ENSG00000093010,ENSMUSG00000000326,ortholog_one2one,76.3838
ENSG00000093144,ENSMUSG00000019883,ortholog_one2one,81.7276
ENSG00000093167,ENSMUSG00000032497,ortholog_one2one,90.2913
ENSG00000093183,ENSMUSG00000061536,ortholog_one2one,81.1881
ENSG00000093217,ENSMUSG00000035769,ortholog_one2one,87.6866
ENSG00000094631,ENSMUSG00000031161,ortholog_one2one,74.4033
ENSG00000095059,ENSMUSG00000060038,ortholog_one2one,91.3279
ENSG00000095066,ENSMUSG00000052566,ortholog_one2one,81.5021
ENSG00000095139,ENSMUSG00000032096,ortholog_one2one,99.0215
ENSG00000095203,ENSMUSG00000028434,ortholog_one2one,90.3333
ENSG00000095209,ENSMUSG00000028420,ortholog_one2one,72.5086
ENSG00000095261,ENSMUSG00000026869,ortholog_one2one,89.881
ENSG00000095321,ENSMUSG00000026853,ortholog_one2one,90.8946
ENSG00000095380,ENSMUSG00000028334,ortholog_one2one,94.7075
ENSG00000095383,ENSMUSG00000039813,ortholog_one2one,82.0043
ENSG00000095539,ENSMUSG00000025207,ortholog_one2one,90.5101
ENSG00000095564,ENSMUSG00000040565,ortholog_one2one,96.2682
ENSG00000095574,ENSMUSG00000040167,ortholog_one2one,96.8974
ENSG00000095585,ENSMUSG00000061132,ortholog_one2one,85.5263
ENSG00000095596,ENSMUSG00000024987,ortholog_one2one,93.9638
ENSG00000095787,ENSMUSG00000024283,ortholog_one2one,95.0541
ENSG00000095906,ENSMUSG00000039183,ortholog_one2one,83.7638
ENSG00000095932,ENSMUSG00000078439,ortholog_one2one,56.1538
ENSG00000095951,ENSMUSG00000021366,ortholog_one2one,70.8609
ENSG00000096060,ENSMUSG00000024222,ortholog_one2one,87.0897
ENSG00000096063,ENSMUSG00000004865,ortholog_one2one,91.4504
ENSG00000096080,ENSMUSG00000023967,ortholog_one2one,80.6122
ENSG00000096092,ENSMUSG00000025933,ortholog_one2one,84.8485
ENSG00000096384,ENSMUSG00000023944,ortholog_one2one,99.5856
ENSG00000096401,ENSMUSG00000023932,ortholog_one2many,98.005
ENSG00000096746,ENSMUSG00000020069,ortholog_one2one,99.422
ENSG00000096872,ENSMUSG00000028576,ortholog_one2one,87.8333
ENSG00000097007,ENSMUSG00000026842,ortholog_one2one,86.4602
ENSG00000097033,ENSMUSG00000037062,ortholog_one2one,95.8904
ENSG00000099194,ENSMUSG00000025203,ortholog_one2many,83.0084
ENSG00000099203,ENSMUSG00000032180,ortholog_one2one,95.1542
ENSG00000099246,ENSMUSG00000073639,ortholog_one2one,99.0291
ENSG00000099250,ENSMUSG00000025810,ortholog_one2one,93.1744
ENSG00000099290,ENSMUSG00000024104,ortholog_one2many,73.7509
ENSG00000099308,ENSMUSG00000031833,ortholog_one2one,88.196
ENSG00000099326,ENSMUSG00000030380,ortholog_one2one,82.8338
ENSG00000099330,ENSMUSG00000002396,ortholog_one2one,47.3485
ENSG00000099331,ENSMUSG00000004677,ortholog_one2one,83.3565
ENSG00000099377,ENSMUSG00000042289,ortholog_one2one,86.9919
ENSG00000099385,ENSMUSG00000030814,ortholog_one2one,93.0876
ENSG00000099617,ENSMUSG00000003070,ortholog_one2one,89.2019
