HumanEnsembl,Orthologue,OrthoType,PercId
ENSG00000108666,ENSMMUG00000022379,ortholog_one2one,96.2121
ENSG00000108669,ENSMMUG00000013313,ortholog_one2one,99.7487
ENSG00000108671,ENSMMUG00000018962,ortholog_one2one,100
ENSG00000108691,ENSMMUG00000000288,ortholog_one2one,96.9697
ENSG00000108771,ENSMMUG00000014755,ortholog_one2one,95.7227
ENSG00000108773,ENSMMUG00000014756,ortholog_one2one,99.7611
ENSG00000108784,ENSMMUG00000050793,ortholog_one2one,97.4428
ENSG00000108788,ENSMMUG00000009887,ortholog_one2one,99.5902
ENSG00000108819,ENSMMUG00000020061,ortholog_one2one,99.0208
ENSG00000108821,ENSMMUG00000001467,ortholog_one2one,99.5902
ENSG00000108828,ENSMMUG00000016001,ortholog_one2one,95.6743
ENSG00000108829,ENSMMUG00000017234,ortholog_one2one,99.6743
ENSG00000108840,ENSMMUG00000006806,ortholog_one2one,99.4652
ENSG00000108846,ENSMMUG00000003414,ortholog_one2one,89.9149
ENSG00000108848,ENSMMUG00000010117,ortholog_one2one,98.6111
ENSG00000108946,ENSMMUG00000002194,ortholog_one2one,99.7375
ENSG00000108950,ENSMMUG00000002195,ortholog_one2one,95.5638
ENSG00000108961,ENSMMUG00000013540,ortholog_one2one,96.7742
ENSG00000108963,ENSMMUG00000010699,ortholog_one2one,92.0091
ENSG00000108984,ENSMMUG00000001051,ortholog_one2one,98.8024
ENSG00000109016,ENSMMUG00000013194,ortholog_one2one,94.7692
ENSG00000109046,ENSMMUG00000020226,ortholog_one2one,85.9857
ENSG00000109065,ENSMMUG00000005738,ortholog_one2one,91.3043
ENSG00000109066,ENSMMUG00000005739,ortholog_one2one,90.5242
ENSG00000109083,ENSMMUG00000019143,ortholog_one2one,100
ENSG00000109084,ENSMMUG00000054461,ortholog_one2one,98.2955
ENSG00000109103,ENSMMUG00000012239,ortholog_one2one,97.0833
ENSG00000109107,ENSMMUG00000020322,ortholog_one2one,99.7253
ENSG00000109111,ENSMMUG00000004708,ortholog_one2one,99.9421
ENSG00000109118,ENSMMUG00000021554,ortholog_one2one,97.2112
ENSG00000109133,ENSMMUG00000020940,ortholog_one2one,100
ENSG00000109171,ENSMMUG00000056052,ortholog_one2one,98.9673
ENSG00000109180,ENSMMUG00000014868,ortholog_one2one,97.551
ENSG00000109184,ENSMMUG00000008579,ortholog_one2one,59.9315
ENSG00000109193,ENSMMUG00000004667,ortholog_one2one,95.5782
ENSG00000109220,ENSMMUG00000028816,ortholog_one2one,98.7879
ENSG00000109270,ENSMMUG00000040293,ortholog_one2one,100
ENSG00000109320,ENSMMUG00000003736,ortholog_one2one,98.7616
ENSG00000109381,ENSMMUG00000004984,ortholog_one2one,99.6627
ENSG00000109436,ENSMMUG00000015246,ortholog_one2one,99.921
ENSG00000109445,ENSMMUG00000060157,ortholog_one2one,99.0625
ENSG00000109475,ENSMMUG00000052609,ortholog_one2one,100
ENSG00000109519,ENSMMUG00000064900,ortholog_one2one,99.5392
ENSG00000109534,ENSMMUG00000021225,ortholog_one2one,99.5392
ENSG00000109572,ENSMMUG00000010228,ortholog_one2one,97.9218
ENSG00000109576,ENSMMUG00000019473,ortholog_one2one,97.1765
ENSG00000109606,ENSMMUG00000009637,ortholog_one2one,99.8742
ENSG00000109610,ENSMMUG00000002612,ortholog_one2one,94.1667
ENSG00000109618,ENSMMUG00000019784,ortholog_one2one,98.4032
ENSG00000109667,ENSMMUG00000002785,ortholog_one2one,78.7037
ENSG00000109736,ENSMMUG00000008383,ortholog_many2many,96.9231
ENSG00000109756,ENSMMUG00000010581,ortholog_one2one,99.6988
ENSG00000109758,ENSMMUG00000007162,ortholog_one2one,94.6565
ENSG00000109775,ENSMMUG00000003520,ortholog_one2one,98.2942
ENSG00000109787,ENSMMUG00000003363,ortholog_one2one,100
ENSG00000109794,ENSMMUG00000039058,ortholog_one2one,90.544
ENSG00000109814,ENSMMUG00000001892,ortholog_one2one,99.3927
ENSG00000109819,ENSMMUG00000001844,ortholog_one2one,99.2481
ENSG00000109846,ENSMMUG00000022133,ortholog_one2one,99.4286
ENSG00000109861,ENSMMUG00000022139,ortholog_one2one,95.4644
ENSG00000109917,ENSMMUG00000053039,ortholog_one2one,96.2963
ENSG00000109971,ENSMMUG00000004696,ortholog_one2one,100
ENSG00000110011,ENSMMUG00000012942,ortholog_one2one,71.7842
ENSG00000110013,ENSMMUG00000008476,ortholog_one2one,96.9407
ENSG00000110031,ENSMMUG00000011713,ortholog_one2one,98.1865
ENSG00000110042,ENSMMUG00000010277,ortholog_one2one,98.2229
ENSG00000110046,ENSMMUG00000003973,ortholog_one2one,97.2136
ENSG00000110047,ENSMMUG00000003972,ortholog_one2one,97.191
ENSG00000110048,ENSMMUG00000001745,ortholog_one2one,99.5043
ENSG00000110057,ENSMMUG00000023184,ortholog_one2one,99.1625
ENSG00000110060,ENSMMUG00000041875,ortholog_one2one,96.6736
ENSG00000110063,ENSMMUG00000054996,ortholog_one2one,95.2522
ENSG00000110066,ENSMMUG00000014237,ortholog_one2one,99.209
ENSG00000110074,ENSMMUG00000007944,ortholog_one2one,91.358
ENSG00000110075,ENSMMUG00000016213,ortholog_one2one,99.0836
ENSG00000110077,ENSMMUG00000013530,ortholog_one2one,89.7778
ENSG00000110079,ENSMMUG00000020177,ortholog_one2one,82.4268
ENSG00000110080,ENSMMUG00000006929,ortholog_one2one,97.5976
ENSG00000110090,ENSMMUG00000001780,ortholog_one2one,91.7206
ENSG00000110104,ENSMMUG00000000019,ortholog_one2one,95
ENSG00000110107,ENSMMUG00000014530,ortholog_one2one,98.6111
ENSG00000110108,ENSMMUG00000014531,ortholog_one2one,96.2963
ENSG00000110169,ENSMMUG00000007725,ortholog_one2one,93.9394
ENSG00000110200,ENSMMUG00000064727,ortholog_one2one,85.124
ENSG00000110218,ENSMMUG00000004503,ortholog_one2one,80.9859
ENSG00000110243,ENSMMUG00000057425,ortholog_one2one,95.9016
ENSG00000110244,ENSMMUG00000016125,ortholog_one2one,94.4444
ENSG00000110321,ENSMMUG00000011436,ortholog_one2one,99.6692
ENSG00000110324,ENSMMUG00000059436,ortholog_one2one,92.5606
ENSG00000110328,ENSMMUG00000004777,ortholog_one2one,93.9044
ENSG00000110330,ENSMMUG00000003400,ortholog_one2one,98.3819
ENSG00000110344,ENSMMUG00000045160,ortholog_one2one,99.7186
ENSG00000110367,ENSMMUG00000018651,ortholog_one2one,100
ENSG00000110422,ENSMMUG00000019988,ortholog_one2one,98.93
ENSG00000110429,ENSMMUG00000006063,ortholog_one2one,99.5754
ENSG00000110435,ENSMMUG00000006448,ortholog_one2one,98.6028
ENSG00000110436,ENSMMUG00000004329,ortholog_one2one,99.8258
ENSG00000110442,ENSMMUG00000007095,ortholog_one2one,58.0808
ENSG00000110446,ENSMMUG00000014535,ortholog_one2one,95.6971
ENSG00000110514,ENSMMUG00000015602,ortholog_one2one,96.303
ENSG00000110536,ENSMMUG00000004286,ortholog_one2one,96.5174
ENSG00000110651,ENSMMUG00000002043,ortholog_one2one,91.1017
ENSG00000110680,ENSMMUG00000062674,ortholog_one2one,93.617
ENSG00000110696,ENSMMUG00000017626,ortholog_one2one,99.4536
ENSG00000110697,ENSMMUG00000011821,ortholog_one2one,98.0707
ENSG00000110700,ENSMMUG00000022547,ortholog_one2one,100
ENSG00000110711,ENSMMUG00000011817,ortholog_one2one,98.1818
ENSG00000110717,ENSMMUG00000023189,ortholog_one2one,95.2381
ENSG00000110719,ENSMMUG00000023190,ortholog_one2one,96.8675
ENSG00000110721,ENSMMUG00000023192,ortholog_one2one,97.593
ENSG00000110841,ENSMMUG00000021737,ortholog_one2one,97.5124
ENSG00000110848,ENSMMUG00000015297,ortholog_one2one,67.8392
ENSG00000110852,ENSMMUG00000056557,ortholog_one2one,89.9329
ENSG00000110871,ENSMMUG00000020601,ortholog_one2one,96.9419
ENSG00000110887,ENSMMUG00000006893,ortholog_one2one,94.5245
ENSG00000110906,ENSMMUG00000019649,ortholog_one2one,99.6805
ENSG00000110911,ENSMMUG00000022961,ortholog_one2one,95.1872
ENSG00000110917,ENSMMUG00000000183,ortholog_one2one,98.9726
ENSG00000110921,ENSMMUG00000011663,ortholog_one2one,90.9091
ENSG00000110931,ENSMMUG00000016969,ortholog_one2one,92.0068
ENSG00000110955,ENSMMUG00000001027,ortholog_one2many,98.8658
ENSG00000110958,ENSMMUG00000046614,ortholog_one2one,86.875
ENSG00000111011,ENSMMUG00000004412,ortholog_one2one,99.3088
ENSG00000111057,ENSMMUG00000031911,ortholog_one2many,99.0698
ENSG00000111058,ENSMMUG00000013800,ortholog_one2one,97.6676
ENSG00000111077,ENSMMUG00000000318,ortholog_one2one,98.2967
ENSG00000111144,ENSMMUG00000009312,ortholog_one2one,98.527
ENSG00000111145,ENSMMUG00000018145,ortholog_one2one,99.5086
ENSG00000111181,ENSMMUG00000061421,ortholog_one2one,95.4397
ENSG00000111196,ENSMMUG00000005082,ortholog_one2one,99.3243
ENSG00000111203,ENSMMUG00000007411,ortholog_one2one,98.434
ENSG00000111229,ENSMMUG00000047889,ortholog_one2one,85.9551
ENSG00000111231,ENSMMUG00000006494,ortholog_one2one,99.2958
ENSG00000111237,ENSMMUG00000009255,ortholog_one2one,98.9011
ENSG00000111249,ENSMMUG00000001909,ortholog_one2one,98.0485
ENSG00000111252,ENSMMUG00000002223,ortholog_one2one,96.5217
ENSG00000111269,ENSMMUG00000006677,ortholog_one2one,99.1667
ENSG00000111271,ENSMMUG00000008336,ortholog_one2one,95.7507
ENSG00000111276,ENSMMUG00000050457,ortholog_one2one,98.4848
ENSG00000111325,ENSMMUG00000015926,ortholog_one2one,95.1429
ENSG00000111328,ENSMMUG00000000434,ortholog_one2one,90.4348
ENSG00000111335,ENSMMUG00000008505,ortholog_one2one,91.5575
ENSG00000111339,ENSMMUG00000055214,ortholog_one2one,92.0382
ENSG00000111348,ENSMMUG00000053781,ortholog_one2one,98.5075
ENSG00000111358,ENSMMUG00000004592,ortholog_one2one,99.6753
ENSG00000111361,ENSMMUG00000013181,ortholog_one2one,99.0164
ENSG00000111364,ENSMMUG00000013178,ortholog_one2one,94.1667
ENSG00000111445,ENSMMUG00000010235,ortholog_one2one,98.8235
ENSG00000111450,ENSMMUG00000020926,ortholog_one2one,98.9583
ENSG00000111481,ENSMMUG00000059878,ortholog_one2one,95.4802
ENSG00000111530,ENSMMUG00000008300,ortholog_one2one,100
ENSG00000111540,ENSMMUG00000031853,ortholog_one2one,99.0698
ENSG00000111581,ENSMMUG00000014186,ortholog_one2one,98.4865
ENSG00000111596,ENSMMUG00000014853,ortholog_one2one,100
ENSG00000111605,ENSMMUG00000002921,ortholog_one2one,100
ENSG00000111615,ENSMMUG00000009640,ortholog_one2one,98.6877
ENSG00000111639,ENSMMUG00000018676,ortholog_one2one,94.5312
ENSG00000111640,ENSMMUG00000018679,ortholog_one2one,99.1045
ENSG00000111642,ENSMMUG00000018685,ortholog_one2one,99.7385
ENSG00000111647,ENSMMUG00000023601,ortholog_one2one,98.6339
ENSG00000111652,ENSMMUG00000009583,ortholog_one2one,99.2727
ENSG00000111653,ENSMMUG00000016985,ortholog_one2one,98.3871
ENSG00000111666,ENSMMUG00000020877,ortholog_one2one,87.4384
ENSG00000111667,ENSMMUG00000005192,ortholog_one2one,96.8531
ENSG00000111669,ENSMMUG00000052852,ortholog_one2one,99.1968
ENSG00000111676,ENSMMUG00000010201,ortholog_one2one,97.9832
ENSG00000111678,ENSMMUG00000064031,ortholog_one2one,98.4127
ENSG00000111679,ENSMMUG00000010203,ortholog_one2one,98.4874
ENSG00000111684,ENSMMUG00000010210,ortholog_one2one,97.7413
ENSG00000111700,ENSMMUG00000020443,ortholog_one2one,88.3191
ENSG00000111707,ENSMMUG00000020629,ortholog_one2one,100
ENSG00000111711,ENSMMUG00000040133,ortholog_one2one,99.2754
ENSG00000111713,ENSMMUG00000016171,ortholog_one2one,97.5818
ENSG00000111716,ENSMMUG00000002679,ortholog_one2many,100
ENSG00000111725,ENSMMUG00000019860,ortholog_one2one,100
ENSG00000111726,ENSMMUG00000020808,ortholog_one2one,99.5392
ENSG00000111731,ENSMMUG00000006641,ortholog_one2one,94.7669
ENSG00000111737,ENSMMUG00000051955,ortholog_one2one,92.5373
ENSG00000111775,ENSMMUG00000063609,ortholog_one2one,95.4128
ENSG00000111786,ENSMMUG00000016494,ortholog_one2one,100
ENSG00000111790,ENSMMUG00000006468,ortholog_one2one,100
ENSG00000111796,ENSMMUG00000044047,ortholog_one2one,87.1111
ENSG00000111801,ENSMMUG00000021971,ortholog_one2one,91.0959
ENSG00000111802,ENSMMUG00000009803,ortholog_one2one,96.1326
ENSG00000111817,ENSMMUG00000007409,ortholog_one2one,98.8518
ENSG00000111832,ENSMMUG00000007415,ortholog_one2one,100
ENSG00000111875,ENSMMUG00000008526,ortholog_one2one,100
ENSG00000111897,ENSMMUG00000007911,ortholog_one2one,100
ENSG00000111906,ENSMMUG00000015317,ortholog_one2one,89.2157
ENSG00000111907,ENSMMUG00000062110,ortholog_one2one,98.5294
ENSG00000111911,ENSMMUG00000004291,ortholog_one2one,91.7582
ENSG00000111912,ENSMMUG00000004290,ortholog_one2one,97.5584
ENSG00000112062,ENSMMUG00000008444,ortholog_one2one,99.7222
ENSG00000112078,ENSMMUG00000014508,ortholog_one2one,95.2267
ENSG00000112079,ENSMMUG00000020558,ortholog_one2one,100
ENSG00000112081,ENSMMUG00000060923,ortholog_one2one,71.9512
ENSG00000112110,ENSMMUG00000063964,ortholog_one2many,97.2222
ENSG00000112146,ENSMMUG00000005340,ortholog_one2one,99.0847
ENSG00000112149,ENSMMUG00000020289,ortholog_one2one,97.561
ENSG00000112200,ENSMMUG00000018582,ortholog_one2one,97.2667
ENSG00000112234,ENSMMUG00000001659,ortholog_one2one,97.7456
ENSG00000112237,ENSMMUG00000004061,ortholog_one2one,93.6396
ENSG00000112245,ENSMMUG00000002777,ortholog_one2one,100
ENSG00000112249,ENSMMUG00000022287,ortholog_one2one,98.9555
ENSG00000112293,ENSMMUG00000022119,ortholog_one2one,94.4048
ENSG00000112297,ENSMMUG00000008120,ortholog_one2one,94.7912
ENSG00000112299,ENSMMUG00000015089,ortholog_one2one,93.3723
ENSG00000112304,ENSMMUG00000029939,ortholog_one2one,90.7143
ENSG00000112306,ENSMMUG00000046729,ortholog_one2one,96.2121
ENSG00000112308,ENSMMUG00000058151,ortholog_one2one,100
ENSG00000112312,ENSMMUG00000017495,ortholog_one2one,94.2584
ENSG00000112335,ENSMMUG00000020366,ortholog_one2one,100
ENSG00000112337,ENSMMUG00000002586,ortholog_one2one,97.4895
ENSG00000112339,ENSMMUG00000004802,ortholog_one2one,97.6608
ENSG00000112394,ENSMMUG00000021534,ortholog_one2one,72.8155
ENSG00000112414,ENSMMUG00000044958,ortholog_one2one,97.6
ENSG00000112494,ENSMMUG00000008228,ortholog_one2one,79.8687
ENSG00000112531,ENSMMUG00000000428,ortholog_one2one,97.654
ENSG00000112576,ENSMMUG00000004419,ortholog_one2one,69.863
ENSG00000112578,ENSMMUG00000004416,ortholog_one2one,97.254
ENSG00000112592,ENSMMUG00000019917,ortholog_one2one,95.5752
ENSG00000112640,ENSMMUG00000004873,ortholog_one2one,99.8339
ENSG00000112667,ENSMMUG00000013990,ortholog_one2one,94.2529
ENSG00000112679,ENSMMUG00000018514,ortholog_one2one,82.439
ENSG00000112695,ENSMMUG00000043152,ortholog_one2one,86.747
ENSG00000112699,ENSMMUG00000005779,ortholog_one2one,99.4624
ENSG00000112701,ENSMMUG00000004491,ortholog_one2one,97.1223
ENSG00000112715,ENSMMUG00000004577,ortholog_one2one,98.2279
ENSG00000112773,ENSMMUG00000023610,ortholog_one2one,99.5475
ENSG00000112787,ENSMMUG00000017026,ortholog_one2one,90.4192
ENSG00000112799,ENSMMUG00000057286,ortholog_one2one,96.2963
ENSG00000112851,ENSMMUG00000007683,ortholog_one2one,95.3258
ENSG00000112855,ENSMMUG00000004483,ortholog_one2one,95.0593
ENSG00000112893,ENSMMUG00000003316,ortholog_one2one,97.8147
ENSG00000112936,ENSMMUG00000014171,ortholog_one2one,96.0854
ENSG00000112941,ENSMMUG00000013189,ortholog_one2one,99.1162
ENSG00000112964,ENSMMUG00000001336,ortholog_one2one,94.2006
ENSG00000112972,ENSMMUG00000001226,ortholog_one2one,99.4231
ENSG00000112983,ENSMMUG00000001507,ortholog_one2one,98.2996
ENSG00000112992,ENSMMUG00000011734,ortholog_one2one,98.7109
ENSG00000112996,ENSMMUG00000016180,ortholog_one2one,89.2938
ENSG00000113013,ENSMMUG00000005875,ortholog_one2one,99.7055
ENSG00000113048,ENSMMUG00000017905,ortholog_one2one,94.2029
ENSG00000113068,ENSMMUG00000003279,ortholog_one2one,92.6229
ENSG00000113088,ENSMMUG00000020171,ortholog_one2one,93.5606
ENSG00000113119,ENSMMUG00000018246,ortholog_one2one,97.7688
ENSG00000113140,ENSMMUG00000053367,ortholog_one2one,99.67
ENSG00000113141,ENSMMUG00000010008,ortholog_one2one,99.6409
ENSG00000113161,ENSMMUG00000006139,ortholog_one2one,98.8739
ENSG00000113163,ENSMMUG00000006141,ortholog_one2one,99.5192
ENSG00000113194,ENSMMUG00000009059,ortholog_one2one,99.7753
ENSG00000113240,ENSMMUG00000004002,ortholog_one2one,90.2287
ENSG00000113269,ENSMMUG00000013347,ortholog_one2one,92.8401
ENSG00000113282,ENSMMUG00000002272,ortholog_one2one,98.88
ENSG00000113312,ENSMMUG00000011471,ortholog_one2one,93.4931
ENSG00000113318,ENSMMUG00000018284,ortholog_one2one,95.2507
ENSG00000113328,ENSMMUG00000019550,ortholog_one2one,98.983
ENSG00000113369,ENSMMUG00000003569,ortholog_one2one,99.7585
ENSG00000113384,ENSMMUG00000013957,ortholog_one2one,100
ENSG00000113387,ENSMMUG00000050960,ortholog_one2one,100
ENSG00000113407,ENSMMUG00000016224,ortholog_one2one,99.1701
ENSG00000113460,ENSMMUG00000038794,ortholog_one2one,98.017
ENSG00000113492,ENSMMUG00000006301,ortholog_one2one,96.1089
ENSG00000113494,ENSMMUG00000006302,ortholog_one2one,95.8199
ENSG00000113552,ENSMMUG00000009770,ortholog_one2one,89.9654
ENSG00000113558,ENSMMUG00000047378,ortholog_one2one,98.773
ENSG00000113575,ENSMMUG00000013047,ortholog_one2one,92.5566
ENSG00000113583,ENSMMUG00000042266,ortholog_one2one,96.2264
ENSG00000113593,ENSMMUG00000016511,ortholog_one2one,99.3808
ENSG00000113595,ENSMMUG00000016514,ortholog_one2one,100
ENSG00000113597,ENSMMUG00000016519,ortholog_one2one,99.2806
ENSG00000113600,ENSMMUG00000019878,ortholog_one2one,91.771
ENSG00000113615,ENSMMUG00000004418,ortholog_one2one,97.7127
ENSG00000113621,ENSMMUG00000063014,ortholog_one2one,91.3889
ENSG00000113643,ENSMMUG00000012516,ortholog_one2one,97.5758
ENSG00000113645,ENSMMUG00000007457,ortholog_one2one,90.2965
ENSG00000113648,ENSMMUG00000014465,ortholog_one2one,99.7312
ENSG00000113658,ENSMMUG00000000340,ortholog_one2one,100
ENSG00000113716,ENSMMUG00000011554,ortholog_one2one,95.8204
ENSG00000113719,ENSMMUG00000003067,ortholog_one2one,90
ENSG00000113732,ENSMMUG00000059290,ortholog_one2one,98.7654
ENSG00000113742,ENSMMUG00000019926,ortholog_one2one,100
ENSG00000113790,ENSMMUG00000053997,ortholog_one2one,95.574
ENSG00000113811,ENSMMUG00000056003,ortholog_one2one,96.8085
ENSG00000113845,ENSMMUG00000012014,ortholog_one2one,90.1754
ENSG00000113851,ENSMMUG00000017986,ortholog_one2one,98.8688
ENSG00000113889,ENSMMUG00000003700,ortholog_one2one,92.7019
ENSG00000113905,ENSMMUG00000018910,ortholog_one2one,91.0476
ENSG00000113924,ENSMMUG00000001593,ortholog_one2one,89.6629
ENSG00000114013,ENSMMUG00000000912,ortholog_one2one,93.617
ENSG00000114019,ENSMMUG00000021694,ortholog_one2one,98.2051
ENSG00000114021,ENSMMUG00000020024,ortholog_one2one,98.1884
ENSG00000114023,ENSMMUG00000016377,ortholog_one2one,88.3117
ENSG00000114026,ENSMMUG00000006117,ortholog_one2one,89.2754
ENSG00000114030,ENSMMUG00000016379,ortholog_one2one,99.8141
ENSG00000114054,ENSMMUG00000003262,ortholog_one2one,87.9406
ENSG00000114062,ENSMMUG00000000628,ortholog_one2one,97.4771
ENSG00000114098,ENSMMUG00000021285,ortholog_one2one,97.7712
ENSG00000114107,ENSMMUG00000007760,ortholog_one2one,96.1474
ENSG00000114125,ENSMMUG00000006648,ortholog_one2one,100
ENSG00000114126,ENSMMUG00000011134,ortholog_one2one,99.7758
ENSG00000114127,ENSMMUG00000014038,ortholog_one2one,97.6387
ENSG00000114166,ENSMMUG00000020342,ortholog_one2one,99.399
ENSG00000114209,ENSMMUG00000005938,ortholog_one2one,99.5283
ENSG00000114302,ENSMMUG00000000081,ortholog_one2one,98.7624
ENSG00000114315,ENSMMUG00000058672,ortholog_one2one,100
ENSG00000114316,ENSMMUG00000000822,ortholog_one2one,95.9502
ENSG00000114331,ENSMMUG00000013092,ortholog_one2one,95.5013
ENSG00000114353,ENSMMUG00000056280,ortholog_one2one,100
ENSG00000114354,ENSMMUG00000002863,ortholog_one2one,99.75
ENSG00000114378,ENSMMUG00000020121,ortholog_one2one,96.7816
ENSG00000114383,ENSMMUG00000055561,ortholog_one2one,99.0909
ENSG00000114388,ENSMMUG00000007013,ortholog_one2one,87.1053
ENSG00000114395,ENSMMUG00000007019,ortholog_one2one,98.1982
ENSG00000114416,ENSMMUG00000012105,ortholog_one2one,100
ENSG00000114503,ENSMMUG00000007825,ortholog_one2one,99.359
ENSG00000114544,ENSMMUG00000012847,ortholog_one2one,97.3306
ENSG00000114573,ENSMMUG00000020740,ortholog_one2many,99.8379
ENSG00000114626,ENSMMUG00000000166,ortholog_one2one,98.1172
ENSG00000114650,ENSMMUG00000014046,ortholog_one2one,92.7287
ENSG00000114686,ENSMMUG00000000220,ortholog_one2one,95.6897
ENSG00000114735,ENSMMUG00000010498,ortholog_one2one,95.2663
ENSG00000114737,ENSMMUG00000059288,ortholog_one2one,96.5116
ENSG00000114738,ENSMMUG00000010495,ortholog_one2one,87.9581
ENSG00000114742,ENSMMUG00000020138,ortholog_one2one,96.7504
ENSG00000114745,ENSMMUG00000020144,ortholog_one2one,92.7273
ENSG00000114767,ENSMMUG00000003644,ortholog_one2one,98.7368
ENSG00000114771,ENSMMUG00000001664,ortholog_one2one,92.7318
ENSG00000114779,ENSMMUG00000019657,ortholog_one2one,95.7143
ENSG00000114784,ENSMMUG00000058393,ortholog_one2one,100
ENSG00000114790,ENSMMUG00000009036,ortholog_one2one,89.667
ENSG00000114812,ENSMMUG00000019897,ortholog_one2one,98.2495
ENSG00000114850,ENSMMUG00000016970,ortholog_one2one,100
ENSG00000114857,ENSMMUG00000021242,ortholog_one2one,96.1012
